XDistance (m) (Distance  m)mm Left rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Right rail  vertical irregularities (mm);Distance (m) (Distance  m)mm Left rail  horizontal irregularities (mm);Distance (m) (Distance  m)mm Right rail  horizontal irregularities (mm);
3249.3999;0.049971327;0.057382036;0.013353661;0.023797121
3249.5;0.049356923;0.057772104;0.013795998;0.023988072
3249.6001;0.048980277;0.057940245;0.014046362;0.02421777
3249.7;0.048870094;0.057908531;0.01411626;0.02449863
3249.8;0.049009662;0.057717048;0.014023338;0.024825938
3249.8999;0.049330555;0.057405833;0.013787908;0.025183465
3250;0.049720351;0.05700089;0.013430307;0.025551405
3250.1001;0.050043486;0.056507729;0.012968663;0.025913991
3250.2;0.050170273;0.055913281;0.012417032;0.026264656
3250.3;0.050006591;0.055194974;0.011784273;0.026607517
3250.3999;0.049516313;0.054334119;0.011074309;0.026955128
3250.5;0.048730284;0.053329844;0.010288309;0.027323388
3250.6001;0.04773942;0.052210245;0.009428805;0.027725233
3250.7;0.04667367;0.051037747;0.008505011;0.028164821
3250.8;0.045672406;0.049907058;0.007537928;0.028633785
3250.8999;0.04485365;0.048935018;0.006563542;0.029110609
3251;0.044289887;0.048243422;0.005632677;0.029563434
3251.1001;0.043995891;0.047937088;0.004806857;0.029955875
3251.2;0.043930855;0.048081048;0.004150701;0.03025483
3251.3;0.044013284;0.048681509;0.003722329;0.030438583
3251.3999;0.044144101;0.049675465;0.003564035;0.030503489
3251.5;0.044231743;0.050932787;0.003695417;0.030467287
3251.6001;0.044212952;0.052272238;0.004110653;0.030367915
3251.7;0.044064678;0.053489916;0.004780526;0.030257288
3251.8;0.043804903;0.054395095;0.005658701;0.030190859
3251.8999;0.043483257;0.054845963;0.006690784;0.030214779
3252;0.043164607;0.054776911;0.007824237;0.030353619
3252.1001;0.042910293;0.054210231;0.009017221;0.030601669
3252.2;0.042761907;0.05324861;0.010244825;0.030920625
3252.3;0.042731561;0.052049667;0.011501832;0.03124501
3252.3999;0.04280068;0.050788511;0.012801724;0.031495027
3252.5;0.042927038;0.049617678;0.014172268;0.031594463
3252.6001;0.043057673;0.048634883;0.015648283;0.03148973
3252.7;0.043143895;0.047866788;0.017262615;0.031165557
3252.8;0.043153945;0.047272451;0.019036563;0.030653171
3252.8999;0.043079857;0.04676472;0.020971291;0.030028472
3253;0.042936493;0.046242341;0.023041939;0.029400073
3253.1001;0.042753175;0.045623008;0.025196094;0.028889528
3253.2;0.042560555;0.0448674;0.027357658;0.028608024
3253.3;0.042376913;0.043987669;0.029436326;0.028634859
3253.3999;0.042198543;0.043038867;0.031341445;0.029002586
3253.5;0.041997846;0.042097464;0.032997686;0.029692026
3253.6001;0.041730411;0.041234829;0.034359105;0.030638179
3253.7;0.041349679;0.040495194;0.035417892;0.031745262
3253.8;0.04082486;0.039885156;0.03620524;0.032907311
3253.8999;0.040156361;0.03937776;0.036783382;0.034029491
3254;0.039383069;0.038928766;0.037230302;0.035045512
3254.1001;0.038577847;0.038498271;0.037620846;0.035927746
3254.2;0.037830982;0.03806917;0.038009007;0.036688313
3254.3;0.037225269;0.037654996;0.038416434;0.037371818
3254.3999;0.036809362;0.037293732;0.038830306;0.038041722
3254.5;0.03657743;0.037029393;0.039211418;0.038763866
3254.6001;0.036461852;0.036887895;0.039510116;0.039590575
3254.7;0.03634242;0.036856111;0.039685592;0.040548686
3254.8;0.036070753;0.03687248;0.039722748;0.04163352
3254.8999;0.035504062;0.036833722;0.039641775;0.042809881
3255;0.034539241;0.036616776;0.039497498;0.044019505
3255.1001;0.033137932;0.036109932;0.039368838;0.045193583
3255.2;0.031335421;0.035243496;0.039341353;0.046267614
3255.3;0.029230881;0.034010183;0.039488062;0.047195811
3255.3999;0.026961815;0.032468446;0.039853726;0.047961891
3255.5;0.024670094;0.030727303;0.040446755;0.048583835
3255.6001;0.022469284;0.028917082;0.041240104;0.049111068
3255.7;0.020422159;0.027155064;0.042180087;0.049614258
3255.8;0.018533908;0.02551648;0.043199662;0.050169397
3255.8999;0.016761597;0.024019681;0.044232026;0.050839525
3256;0.01503545;0.022629466;0.045220915;0.05165818
3256.1001;0.013284425;0.021276869;0.046125714;0.052618735
3256.2;0.011457926;0.019888364;0.0469217;0.053672727
3256.3;0.009537775;0.01841476;0.0475972;0.054737914
3256.3999;0.007538471;0.016850289;0.048150249;0.05571463
3256.5;0.005498177;0.015236009;0.048586708;0.056506485
3256.6001;0.003465814;0.013646703;0.048920278;0.05704011
3256.7;0.001490405;0.012165911;0.049173433;0.057278857
3256.8;-0.000383047;0.010857312;0.049377032;0.057226621
3256.8999;-0.002110407;0.009741636;0.049566675;0.056921095
3257;-0.003641003;0.008786235;0.049775049;0.056418706
3257.1001;-0.004911558;0.007910291;0.050021287;0.055775903
3257.2;-0.005847071;0.00700376;0.050300632;0.055033144
3257.3;-0.006371853;0.005954199;0.050578121;0.054206487
3257.3999;-0.006429674;0.004673653;0.050789945;0.053289935
3257.5;-0.006007643;0.003118407;0.050853807;0.052267604
3257.6001;-0.005155626;0.001297087;0.050686799;0.051131617
3257.7;-0.003993051;-0.000733655;0.050226521;0.049899261
3257.8;-0.002698042;-0.002883111;0.04944938;0.048622664
3257.8999;-0.00147914;-0.005045175;0.048380312;0.047386393
3258;-0.000535641;-0.007116326;0.047090191;0.046291955
3258.1001;-1.68E-05;-0.009008899;0.045680922;0.045432698
3258.2;8.47E-06;-0.010657869;0.044261932;0.044866081
3258.3;-0.00043667;-0.012021734;0.042924602;0.044591814
3258.3999;-0.001248444;-0.013079692;0.041722152;0.044543486
3258.5;-0.00227236;-0.013827674;0.040660825;0.044597611
3258.6001;-0.003343355;-0.014275219;0.039704822;0.044599049
3258.7;-0.004324021;-0.014443826;0.038793188;0.044396829
3258.8;-0.005130257;-0.014366315;0.037863079;0.043880884
3258.8999;-0.005738188;-0.014086027;0.036871955;0.043009531
3259;-0.006172623;-0.013654862;0.035811771;0.0418198
3259.1001;-0.006483373;-0.013129844;0.034710877;0.040417343
3259.2;-0.00671937;-0.012568749;0.033623565;0.038948618
3259.3;-0.006910445;-0.01202585;0.032611039;0.037562869
3259.3999;-0.007063028;-0.011548741;0.031720303;0.036374576
3259.5;-0.007170216;-0.011176493;0.030967845;0.035436694
3259.6001;-0.007230886;-0.010938591;0.030333148;0.034731928
3259.7;-0.007268869;-0.010853509;0.029763557;0.034183823
3259.8;-0.007343011;-0.010925863;0.029188398;0.033683807
3259.8999;-0.007542409;-0.011142047;0.028537329;0.033125866
3260;-0.007966808;-0.011465573;0.027757034;0.032438342
3260.1001;-0.008698107;-0.011834552;0.026821509;0.031603836
3260.2;-0.009772804;-0.012164202;0.025733814;0.030661717
3260.3;-0.011165561;-0.012356358;0.024520384;0.029693302
3260.3999;-0.012790647;-0.012315965;0.023221415;0.028794698
3260.5;-0.014521923;-0.011971783;0.021881625;0.028045898
3260.6001;-0.016225511;-0.011296157;0.02054489;0.027485482
3260.7;-0.017794617;-0.010317648;0.019253809;0.027098224
3260.8;-0.019174878;-0.009121178;0.018052701;0.026818912
3260.8999;-0.020371737;-0.007833322;0.016990662;0.026550785
3261;-0.021437367;-0.006594607;0.016121028;0.026192823
3261.1001;-0.022441879;-0.005525;0.015494972;0.025667842
3261.2;-0.023439016;-0.004691634;0.015149747;0.024943456
3261.3;-0.024438661;-0.004088251;0.015094835;0.02404042
3261.3999;-0.025396183;-0.003633285;0.015301136;0.023026658
3261.5;-0.026222881;-0.003188653;0.015698334;0.021999355
3261.6001;-0.026814362;-0.002595415;0.016183427;0.021060592
3261.7;-0.027087454;-0.001717448;0.016639987;0.020293348
3261.8;-0.027012981;-0.000481479;0.016963806;0.019744044
3261.8999;-0.026633088;0.001097463;0.01708792;0.019415502
3262;-0.026056789;0.002912354;0.016999414;0.019271169
3262.1001;-0.025434772;0.004783465;0.016742274;0.019248264
3262.2;-0.024921287;0.00649558;0.016404577;0.019275643
3262.3;-0.024635188;0.00784342;0.016092973;0.019291241
3262.3999;-0.024632167;0.008673675;0.015901554;0.019254863
3262.5;-0.024896301;0.008913625;0.015884032;0.019153643
3262.6001;-0.02535237;0.008580573;0.016037524;0.018999837
3262.7;-0.025893608;0.007771829;0.016302761;0.018822458
3262.8;-0.026414784;0.00664006;0.016580775;0.018655727
3262.8999;-0.026839454;0.00536187;0.016761135;0.018527586
3263;-0.027133018;0.004107894;0.016753495;0.018451231
3263.1001;-0.027298791;0.003020564;0.016513351;0.018421432
3263.2;-0.027360581;0.002202092;0.016054807;0.018416174
3263.3;-0.027339932;0.001711626;0.015447123;0.018402776
3263.3999;-0.027237643;0.001568111;0.014796615;0.018346742
3263.5;-0.027027186;0.001754887;0.014219559;0.01822106
3263.6001;-0.026662681;0.002223477;0.01381396;0.018013615
3263.7;-0.026098529;0.002896223;0.013637871;0.017730985
3263.8;-0.025313262;0.003669681;0.013699559;0.017397575
3263.8999;-0.024328545;0.004421525;0.013961071;0.017050266
3264;-0.023215903;0.005022919;0.014353013;0.01672969
3264.1001;-0.022088137;0.005356075;0.014795518;0.016470274
3264.2;-0.021077618;0.005333979;0.015219319;0.01629154
3264.3;-0.02030807;0.004917195;0.015581568;0.016193086
3264.3999;-0.0198684;0.004122321;0.015873114;0.016154863
3264.5;-0.019796021;0.003018359;0.016116582;0.016143093
3264.6001;-0.020073598;0.00171067;0.016356993;0.016120674
3264.7;-0.020638492;0.000316098;0.016648078;0.016059408
3264.8;-0.021400355;-0.001064103;0.017037962;0.015950784
3264.8999;-0.022260396;-0.002365893;0.017557312;0.015811913
3265;-0.023126539;-0.003572386;0.018212054;0.015684428
3265.1001;-0.023921458;-0.004709557;0.018981561;0.015625782
3265.2;-0.024583958;-0.005829586;0.019822303;0.015694659
3265.3;-0.025066927;-0.006987659;0.020676112;0.015933845
3265.3999;-0.025335971;-0.008219861;0.021481775;0.016355062
3265.5;-0.025371546;-0.009529075;0.022188108;0.016930003
3265.6001;-0.02517461;-0.0108827;0.022766167;0.017590381
3265.7;-0.024772828;-0.012221569;0.023218041;0.018237673
3265.8;-0.024222661;-0.013475631;0.023579711;0.018760659
3265.8999;-0.023603195;-0.014579759;0.023916204;0.019056795
3266;-0.023000404;-0.015483642;0.024308801;0.019052438
3266.1001;-0.022484543;-0.016152561;0.024836112;0.018717203
3266.2;-0.022087263;-0.016560093;0.025552817;0.018069196
3266.3;-0.021786701;-0.016677491;0.026471345;0.017170146
3266.3999;-0.021507606;-0.016466372;0.027551878;0.016111927
3266.5;-0.021139305;-0.015880357;0.028704531;0.014997832
3266.6001;-0.020568423;-0.014877873;0.029804721;0.013923025
3266.7;-0.019717541;-0.013443417;0.030719066;0.012958372
3266.8;-0.018577851;-0.011610373;0.031335834;0.012140749
3266.8999;-0.017224409;-0.009476325;0.031592008;0.011471182
3267;-0.015807182;-0.007203097;0.031489376;0.010920461
3267.1001;-0.014518413;-0.004998048;0.031094454;0.010440303
3267.2;-0.013544496;-0.003079302;0.030521419;0.009977451
3267.3;-0.013016091;-0.001633382;0.02990195;0.009487798
3267.3999;-0.01297158;-0.000777192;0.02934981;0.008948034
3267.5;-0.013345467;-0.000535836;0.028929774;0.008362889
3267.6001;-0.013985969;-0.000843472;0.028639577;0.007766863
3267.7;-0.014697121;-0.001567491;0.028410086;0.007220017
3267.8;-0.015292969;-0.002548842;0.028123822;0.006798288
3267.8999;-0.015647616;-0.003646147;0.027646877;0.006579513
3268;-0.015726052;-0.004769852;0.026865499;0.006627219
3268.1001;-0.015586712;-0.005895929;0.02571754;0.00697506
3268.2;-0.015355537;-0.007055354;0.024210401;0.007615024
3268.3;-0.015180126;-0.008303804;0.022421202;0.008492516
3268.3999;-0.015178593;-0.009682631;0.020479716;0.009510325
3268.5;-0.015399046;-0.011185346;0.018539296;0.010541853
3268.6001;-0.015801871;-0.012741962;0.0167438;0.01145174
3268.7;-0.016269591;-0.014227601;0.015199076;0.012119983
3268.8;-0.016640382;-0.01549342;0.013955591;0.012464239
3268.8999;-0.016754203;-0.016410086;0.013005269;0.012454918
3269;-0.016497187;-0.016909508;0.012291634;0.012119054
3269.1001;-0.0158312;-0.017010566;0.011729024;0.011531593
3269.2;-0.014800866;-0.016819702;0.011224961;0.010796043
3269.3;-0.013517642;-0.016505167;0.010699871;0.010019358
3269.3999;-0.012127627;-0.016252393;0.010100049;0.009287739
3269.5;-0.010774046;-0.016214132;0.009402197;0.008649832
3269.6001;-0.00956599;-0.0164706;0.008610343;0.008111811
3269.7;-0.008561736;-0.017011728;0.007747643;0.007645357
3269.8;-0.007769513;-0.017746292;0.00684617;0.007205624
3269.8999;-0.007162731;-0.018534254;0.005937465;0.006753289
3270;-0.006702431;-0.019231305;0.005045618;0.006273432
3270.1001;-0.006358412;-0.01973125;0.004183545;0.005785001
3270.2;-0.006122164;-0.019993229;0.003352254;0.005337587
3270.3;-0.006008563;-0.020046312;0.002542495;0.004996329
3270.3999;-0.006047658;-0.019971795;0.001738115;0.004819696
3270.5;-0.00627121;-0.019870838;0.000920523;0.004837337
3270.6001;-0.006699863;-0.019829439;7.37E-05;0.005035376
3270.7;-0.007335648;-0.01989292;-0.000810964;0.00535433
3270.8;-0.008161753;-0.020057971;-0.001730929;0.005700878
3270.8999;-0.009148276;-0.020283822;-0.002670991;0.005970324
3271;-0.010260353;-0.020517204;-0.003604774;0.006073107
3271.1001;-0.011464536;-0.020721175;-0.00449947;0.005957325
3271.2;-0.012730554;-0.020896982;-0.005323033;0.005620407
3271.3;-0.014028153;-0.02109094;-0.006052098;0.005106386
3271.3999;-0.015321316;-0.021384072;-0.006678294;0.004489745
3271.5;-0.016563751;-0.021868343;-0.007210806;0.003850921
3271.6001;-0.017699383;-0.022618011;-0.007673966;0.003251154
3271.7;-0.018669771;-0.02366613;-0.0081002;0.002714383
3271.8;-0.019427333;-0.024993967;-0.008520289;0.00222155
3271.8999;-0.019950636;-0.026536558;-0.008953957;0.00171866
3272;-0.020256292;-0.028201817;-0.00940396;0.001135535
3272.1001;-0.020402476;-0.029896244;-0.009855825;0.000408933
3272.2;-0.020481292;-0.031548429;-0.010283507;-0.000497468
3272.3;-0.020600718;-0.033122886;-0.010659177;-0.001582485
3272.3999;-0.020860389;-0.034620732;-0.010963722;-0.002809211
3272.5;-0.021327784;-0.036068454;-0.011194225;-0.004118034
3272.6001;-0.022021655;-0.037500098;-0.011365552;-0.005446115
3272.7;-0.02290776;-0.038939927;-0.011505358;-0.006746599
3272.8;-0.023908388;-0.040391661;-0.011644281;-0.008001139
3272.8999;-0.024923243;-0.041837215;-0.011805073;-0.00922175
3273;-0.02585597;-0.043243811;-0.011995095;-0.010441653
3273.1001;-0.026639158;-0.044575237;-0.012205642;-0.01169853
3273.2;-0.027251061;-0.04580158;-0.012419108;-0.013016007
3273.3;-0.027720068;-0.046903297;-0.012622053;-0.014389811
3273.3999;-0.028116154;-0.047868058;-0.012819582;-0.015783316
3273.5;-0.028532274;-0.048682697;-0.013045422;-0.017134123
3273.6001;-0.029061034;-0.049325027;-0.013362922;-0.018369693
3273.7;-0.029772768;-0.049760513;-0.01385495;-0.019427095
3273.8;-0.030700319;-0.049947239;-0.01460439;-0.020270675
3273.8999;-0.031833556;-0.049848787;-0.015670454;-0.020902134
3274;-0.033123955;-0.049451012;-0.017068001;-0.021359896
3274.1001;-0.034497067;-0.048776302;-0.018756792;-0.021708068
3274.2;-0.035869095;-0.04788895;-0.020644927;-0.022018278
3274.3;-0.037163287;-0.046887901;-0.022606507;-0.022349957
3274.3999;-0.038322572;-0.045887686;-0.024509083;-0.022734756
3274.5;-0.039316103;-0.0449927;-0.02624318;-0.023169538
3274.6001;-0.040139239;-0.044273242;-0.027745338;-0.023619678
3274.7;-0.040807933;-0.043751627;-0.029007958;-0.024031425
3274.8;-0.041349612;-0.043403707;-0.03007328;-0.024349529
3274.8999;-0.041793268;-0.043175995;-0.031013755;-0.024535058
3275;-0.042161305;-0.043012958;-0.031905342;-0.024578461
3275.1001;-0.042465083;-0.042884976;-0.032802314;-0.024504527
3275.2;-0.042705163;-0.042806763;-0.033721529;-0.024368159
3275.3;-0.042875987;-0.042838804;-0.034640789;-0.024242457
3275.3999;-0.042973567;-0.043069955;-0.035511121;-0.024202399
3275.5;-0.043003872;-0.043585975;-0.036278196;-0.024308495
3275.6001;-0.042989224;-0.044434085;-0.03690505;-0.024594385
3275.7;-0.042970311;-0.045595568;-0.037388057;-0.025061335
3275.8;-0.043002583;-0.046976589;-0.037760414;-0.025680529
3275.8999;-0.043147195;-0.048421722;-0.03808197;-0.026402276
3276;-0.043458525;-0.049747609;-0.038418826;-0.027169526
3276.1001;-0.043971453;-0.050787278;-0.03881989;-0.027932201
3276.2;-0.04469214;-0.051432267;-0.039298546;-0.028658669
3276.3;-0.045595236;-0.051659688;-0.039826058;-0.029341646
3276.3999;-0.046628822;-0.051536169;-0.04033934;-0.029997028
3276.5;-0.047726002;-0.051197488;-0.040760752;-0.030656019
3276.6001;-0.048819982;-0.050810147;-0.041023698;-0.031352658
3276.7;-0.049858119;-0.050526444;-0.041095488;-0.032110013
3276.8;-0.05081059;-0.050446097;-0.040989969;-0.03292888
3276.8999;-0.051671073;-0.050595097;-0.040765543;-0.033782322
3277;-0.052449346;-0.05092657;-0.040509086;-0.03461796
3277.1001;-0.053158659;-0.051341575;-0.040310793;-0.035368048
3277.2;-0.053802852;-0.051722161;-0.040237922;-0.035965022
3277.3;-0.054368362;-0.051965661;-0.040315829;-0.036358826
3277.3999;-0.054825034;-0.052010335;-0.040522199;-0.036531251
3277.5;-0.055136438;-0.051845908;-0.040796235;-0.036503304
3277.6001;-0.055276901;-0.051508211;-0.041059718;-0.036333263
3277.7;-0.05524965;-0.051062189;-0.041243274;-0.036105629
3277.8;-0.055099212;-0.050580513;-0.041309536;-0.035913728
3277.8999;-0.054912619;-0.050125442;-0.041266102;-0.035840645
3278;-0.054807153;-0.0497391;-0.041164551;-0.035943739
3278.1001;-0.054906856;-0.049443532;-0.041086026;-0.03624671
3278.2;-0.055313885;-0.049247846;-0.041118223;-0.036741234
3278.3;-0.05608312;-0.049157701;-0.041330833;-0.037396684
3278.3999;-0.057207946;-0.049181953;-0.041756839;-0.038174316
3278.5;-0.058621913;-0.04933333;-0.042384975;-0.039040685
3278.6001;-0.060216215;-0.049622893;-0.043164968;-0.039975453
3278.7;-0.061867755;-0.05005097;-0.04402338;-0.040971085
3278.8;-0.063469253;-0.050598897;-0.044884861;-0.042024858
3278.8999;-0.064951777;-0.051225279;-0.04569225;-0.043126799
3279;-0.066292852;-0.051869094;-0.046419833;-0.044249121
3279.1001;-0.067507744;-0.052458875;-0.047076397;-0.045342598
3279.2;-0.068627343;-0.052925155;-0.047697939;-0.046343148
3279.3;-0.069670603;-0.053212386;-0.048332978;-0.047188379
3279.3999;-0.070621572;-0.053287007;-0.049025092;-0.047839586
3279.5;-0.071419358;-0.053140119;-0.04979803;-0.048302233
3279.6001;-0.071965665;-0.052785784;-0.050647158;-0.048636921
3279.7;-0.072148062;-0.052257009;-0.051539276;-0.048955303
3279.8;-0.071872219;-0.051602162;-0.052420039;-0.049399454
3279.8999;-0.071092866;-0.050883047;-0.05322643;-0.050108559
3280;-0.06983342;-0.050173946;-0.053900708;-0.051181402
3280.1001;-0.068187855;-0.049559459;-0.054402225;-0.052645274
3280.2;-0.066303544;-0.049127743;-0.054714713;-0.054440975
3280.3;-0.064350173;-0.048957713;-0.05484812;-0.05642958
3280.3999;-0.062483754;-0.049100932;-0.05483551;-0.058420427
3280.5;-0.060816102;-0.049562287;-0.054726765;-0.060213614
3280.6001;-0.059398111;-0.050285999;-0.054581057;-0.061645806
3280.7;-0.058220431;-0.051153611;-0.054459959;-0.062626973
3280.8;-0.057229582;-0.051998205;-0.054422077;-0.063158005
3280.8999;-0.056353033;-0.052634526;-0.05451965;-0.063324958
3281;-0.055524454;-0.052899092;-0.054796401;-0.063272148
3281.1001;-0.054701429;-0.052690111;-0.055285968;-0.063162461
3281.2;-0.053871229;-0.051995393;-0.056010116;-0.063136734
3281.3;-0.053044915;-0.050898813;-0.056976434;-0.063283511
3281.3999;-0.05224425;-0.04956156;-0.058175676;-0.063626736
3281.5;-0.051487826;-0.048181795;-0.059579682;-0.064133391
3281.6001;-0.050782498;-0.046943597;-0.06114072;-0.064736269
3281.7;-0.050123148;-0.045969754;-0.062793501;-0.06536334
3281.8;-0.049500056;-0.04529272;-0.06446024;-0.065963335
3281.8999;-0.048909497;-0.044852812;-0.066059001;-0.066519901
3282;-0.048361734;-0.044524461;-0.067514114;-0.067050703
3282.1001;-0.04788138;-0.044162486;-0.068767309;-0.067593612
3282.2;-0.047498394;-0.043653935;-0.069787361;-0.068186596
3282.3;-0.047232006;-0.042958882;-0.070576154;-0.068849273
3282.3999;-0.047073472;-0.042127192;-0.071169496;-0.069573246
3282.5;-0.046975005;-0.041285694;-0.071632013;-0.070324294
3282.6001;-0.046850782;-0.040599771;-0.072046749;-0.071055129
3282.7;-0.046592362;-0.040221784;-0.072501056;-0.07172282
3282.8;-0.046095494;-0.040242665;-0.07307177;-0.072304085
3282.8999;-0.045290876;-0.040661991;-0.073812537;-0.072801962
3283;-0.044169236;-0.041385755;-0.07474599;-0.073241346
3283.1001;-0.042791795;-0.042251721;-0.075862341;-0.073655218
3283.2;-0.041281331;-0.043073639;-0.07712435;-0.074067295
3283.3;-0.039794758;-0.043689448;-0.078477167;-0.074478358
3283.3999;-0.038484294;-0.043998361;-0.079860367;-0.074862644
3283.5;-0.037457924;-0.043975614;-0.081219144;-0.075176641
3283.6001;-0.036750942;-0.043662306;-0.082511902;-0.075377941
3283.7;-0.036316846;-0.043135703;-0.083713084;-0.075447723
3283.8;-0.036040742;-0.04247253;-0.084811307;-0.07540828
3283.8999;-0.035771247;-0.041718967;-0.085804343;-0.075328127
3284;-0.035361633;-0.04087824;-0.086693458;-0.075311244
3284.1001;-0.034708321;-0.039919667;-0.087479323;-0.075472355
3284.2;-0.033775743;-0.03880455;-0.088160902;-0.075905032
3284.3;-0.032601114;-0.037518173;-0.088737465;-0.076652758
3284.3999;-0.031278875;-0.036094543;-0.089212298;-0.077692181
3284.5;-0.029930556;-0.034623276;-0.08959578;-0.078934409
3284.6001;-0.028670076;-0.033234529;-0.089906;-0.080244794
3284.7;-0.027575117;-0.032066137;-0.090165347;-0.081475258
3284.8;-0.02667274;-0.031223901;-0.090393618;-0.082499683
3284.8999;-0.025942428;-0.030748952;-0.090599537;-0.08324185
3285;-0.025333919;-0.030604007;-0.090773568;-0.083687976
3285.1001;-0.024792679;-0.030684058;-0.090885133;-0.083881207
3285.2;-0.024283795;-0.030848466;-0.090886094;-0.083901115
3285.3;-0.023806185;-0.030964015;-0.090720676;-0.083836228
3285.3999;-0.023392657;-0.030944403;-0.090339683;-0.083758965
3285.5;-0.023096388;-0.030772807;-0.089715309;-0.083710976
3285.6001;-0.022969052;-0.030499982;-0.088852413;-0.083702661
3285.7;-0.023038436;-0.030218694;-0.087792523;-0.083724923
3285.8;-0.02329354;-0.030023636;-0.086609118;-0.08376693
3285.8999;-0.023682473;-0.02997094;-0.085394852;-0.083831534
3286;-0.024124105;-0.030051511;-0.08424399;-0.083941422
3286.1001;-0.024529897;-0.030187588;-0.083234459;-0.084132895
3286.2;-0.024828905;-0.030253762;-0.082414202;-0.08443971
3286.3;-0.024987897;-0.030115165;-0.081794985;-0.084873535
3286.3999;-0.025019946;-0.02966948;-0.081355013;-0.085409895
3286.5;-0.024978518;-0.028878262;-0.081048876;-0.085986763
3286.6001;-0.024938473;-0.027776666;-0.080821767;-0.086518683
3286.7;-0.024969473;-0.026458394;-0.080624081;-0.086923495
3286.8;-0.025109721;-0.025041349;-0.080422707;-0.08715336
3286.8999;-0.025347827;-0.023626115;-0.080207035;-0.087219477
3287;-0.025618427;-0.022261996;-0.079989046;-0.087200508
3287.1001;-0.025813222;-0.020932609;-0.079798855;-0.087230086
3287.2;-0.025804739;-0.019566115;-0.079677522;-0.08746478
3287.3;-0.025476631;-0.01806662;-0.079669364;-0.088041186
3287.3999;-0.024752453;-0.016355719;-0.079814941;-0.089034453
3287.5;-0.023615412;-0.014409618;-0.080145232;-0.090431169
3287.6001;-0.022113923;-0.012278628;-0.080676764;-0.092125461
3287.7;-0.020351667;-0.010081776;-0.081407301;-0.093940385
3287.8;-0.018464807;-0.007977707;-0.08231207;-0.095668629
3287.8999;-0.016592279;-0.006121079;-0.083341584;-0.097121082
3288;-0.014846601;-0.00461853;-0.08442241;-0.098169103
3288.1001;-0.013292337;-0.003498427;-0.085462436;-0.098768517
3288.2;-0.011937069;-0.002703985;-0.086361341;-0.09895926
3288.3;-0.010736486;-0.002111705;-0.087025434;-0.098842196
3288.3999;-0.009611533;-0.001568828;-0.087384224;-0.098541468
3288.5;-0.008472661;-0.000937669;-0.087404981;-0.098165154
3288.6001;-0.00724471;-0.00013294;-0.087101012;-0.097776286
3288.7;-0.00588612;0.000858978;-0.086530857;-0.097382963
3288.8;-0.004397964;0.001983493;-0.085787535;-0.096948959
3288.8999;-0.002821163;0.003141141;-0.084980071;-0.096419744
3289;-0.001223367;0.004221739;-0.084211625;-0.095753781
3289.1001;0.000320419;0.005137493;-0.083560117;-0.094947681
3289.2;0.001747981;0.005844497;-0.083066329;-0.094046459
3289.3;0.003025445;0.006346854;-0.082732424;-0.09313523
3289.3999;0.004154362;0.006684072;-0.082530633;-0.092315629
3289.5;0.005168879;0.006908119;-0.082418598;-0.091674939
3289.6001;0.006124219;0.007059651;-0.08235576;-0.091258295
3289.7;0.007079903;0.007152475;-0.082315139;-0.091053218
3289.8;0.008082253;0.007171584;-0.082286522;-0.090991095
3289.8999;0.009150651;0.00708475;-0.082270451;-0.090965033
3290;0.010270767;0.006862406;-0.082265705;-0.090857662
3290.1001;0.011396028;0.006497608;-0.082255825;-0.090570271
3290.2;0.01245654;0.0060179;-0.082200848;-0.090044424
3290.3;0.013373014;0.005484047;-0.082038708;-0.089270361
3290.3999;0.01407242;0.004975532;-0.08169765;-0.088281356
3290.5;0.014502088;0.004567528;-0.081116736;-0.087137602
3290.6001;0.014639717;0.004307297;-0.080268174;-0.085906461
3290.7;0.014497912;0.004198221;-0.079174072;-0.08464624
3290.8;0.01412292;0.004197106;-0.077910878;-0.083398469
3290.8999;0.013588197;0.004225954;-0.076598696;-0.082189992
3291;0.012983907;0.004194533;-0.075377017;-0.08104226
3291.1001;0.012403786;0.004026632;-0.074372873;-0.07998234
3291.2;0.011930934;0.003681854;-0.07367041;-0.079050146
3291.3;0.011624318;0.00316651;-0.073290408;-0.07829766
3291.3999;0.011507963;0.002530867;-0.073185958;-0.07777974
3291.5;0.011564943;0.001854437;-0.073255502;-0.077539332
3291.6001;0.011737999;0.001224546;-0.073369578;-0.077592604
3291.7;0.011937805;0.000715046;-0.073403455;-0.077919692
3291.8;0.01205848;0.000371356;-0.073266447;-0.078465246
3291.8999;0.011998136;0.000205323;-0.072919942;-0.079149403
3292;0.011680497;0.000199946;-0.072380029;-0.079886377
3292.1001;0.011072636;0.000320867;-0.071705304;-0.080604993
3292.2;0.010193955;0.000529842;-0.070974864;-0.081264839
3292.3;0.009113191;0.000795503;-0.070264071;-0.081862889
3292.3999;0.007933008;0.001098546;-0.069625497;-0.082428828
3292.5;0.006765094;0.001430848;-0.06908004;-0.08301039
3292.6001;0.005701661;0.001790465;-0.068619579;-0.083654009
3292.7;0.004790808;0.002175589;-0.068218134;-0.084386393
3292.8;0.004022743;0.002580444;-0.067846529;-0.085203066
3292.8999;0.003331341;0.002994753;-0.067484587;-0.08606679
3293;0.002611379;0.003406479;-0.067126922;-0.086916164
3293.1001;0.001747349;0.003806011;-0.066781029;-0.087680995
3293.2;0.000646224;0.004189279;-0.066459998;-0.088299826
