X a:y(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Y, a:z(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Z,
83.910004,6.3186369,13.863757
83.915001,6.0094438,17.451262
83.919998,5.0956373,19.395079
83.925003,3.4842484,19.2721
83.93,-0.46152127,17.682661
83.934998,-4.0484519,14.700323
83.940002,-6.4107337,11.016775
83.945,-8.3793077,6.8724985
83.949997,-11.356496,2.3375015
83.955002,-15.231573,-3.0938849
83.959999,-18.51296,-8.9597254
83.964996,-19.701273,-14.316575
83.970001,-18.645655,-18.378242
83.974998,-16.188816,-20.707859
83.980003,-12.602145,-21.245062
83.985001,-8.2223225,-19.871475
83.989998,-3.5921066,-16.577494
83.995003,1.0199184,-11.938463
84,6.4497099,-6.5800433
84.004997,12.07424,-1.1138811
84.010002,15.50968,3.6324077
84.014999,17.52939,6.8906264
84.019997,18.08876,8.9775076
84.025002,15.641684,10.001315
84.029999,8.6576414,9.7520933
84.035004,1.7929972,7.5741634
84.040001,-3.1409242,3.7898986
84.044998,-6.5232077,-0.51098442
84.050003,-9.0534897,-4.6419158
84.055,-11.597927,-8.4909058
84.059998,-11.210108,-12.0834
84.065002,-8.9658785,-14.613595
84.07,-5.768414,-15.213587
84.074997,-2.2979975,-14.057535
84.080002,0.67154497,-11.771846
84.084999,3.2363176,-8.6498203
84.089996,6.9271483,-4.4573393
84.095001,11.798293,0.23285778
84.099998,11.52186,5.3610129
84.105003,9.9898424,9.7997808
84.110001,10.163874,13.030348
84.114998,11.48267,14.962278
84.120003,12.258046,15.886279
84.125,12.01011,16.096466
84.129997,10.588973,15.772594
84.135002,7.6409359,14.974912
84.139999,3.4488332,13.707685
84.144997,-0.92202127,11.938903
84.150002,-4.3186307,9.6710463
84.154999,-6.6608734,6.9101543
84.160004,-8.181386,3.9425623
84.165001,-8.7008209,1.0765686
84.169998,-7.6423531,-1.4094492
84.175003,-5.321979,-3.6754451
84.18,-2.6908977,-5.8075995
84.184998,-0.49344969,-7.929997
84.190002,1.9678972,-9.7612047
84.195,2.8954825,-11.393457
84.199997,3.0492342,-12.312817
84.205002,4.3521485,-12.661278
84.209999,6.0960908,-12.41189
84.214996,4.0817494,-12.027443
84.220001,-0.80560189,-11.035439
84.224998,-5.0790787,-8.9146996
84.230003,-7.3800488,-6.1261444
84.235001,-8.4490538,-3.3092046
84.239998,-9.1309118,-0.7303834
84.245003,-9.3179169,1.6829233
84.25,-8.8988562,4.260242
84.254997,-7.3086915,6.701797
84.260002,-4.1751337,8.6344328
84.264999,-0.58518195,9.9159966
84.269997,1.0034596,10.201887
84.275002,4.4314284,9.9571199
84.279999,7.4692736,8.772397
84.285004,8.7246628,6.4720745
84.290001,8.842802,3.4135857
84.294998,8.1360912,0.14622411
84.300003,6.6792269,-2.9764571
84.305,5.1427827,-5.6989703
84.309998,3.3627474,-7.6808519
84.315002,1.1770345,-8.584775
84.32,-0.71431369,-8.2607965
84.324997,-2.1115746,-6.8403287
84.330002,-3.1841378,-4.5774684
84.334999,-3.8280058,-1.7444053
84.339996,-3.8876815,1.3549397
84.345001,-3.4084129,4.3225646
84.349998,-1.6010771,6.7461491
84.355003,0.54272026,8.3424511
84.360001,2.0857422,8.9310884
84.364998,3.162364,8.4298296
84.370003,3.9032681,6.9241967
84.375,2.6261749,4.6285038
84.379997,0.18062994,2.0104651
84.385002,-2.4157286,-0.84941512
84.389999,-5.1647205,-4.0908704
84.394997,-7.7927518,-7.5172954
84.400002,-8.6261473,-10.426814
84.404999,-6.4005594,-12.395782
84.410004,-1.1617979,-13.390591
84.415001,5.3797817,-12.71371
84.419998,10.14663,-10.308911
84.425003,11.714289,-6.3169756
84.43,10.93717,-1.2955966
84.434998,7.5145726,3.3487425
84.440002,3.9832146,7.5711203
84.445,2.0401702,11.291408
84.449997,1.0096807,13.853276
84.455002,-0.77355236,13.932014
84.459999,-2.4092336,11.741024
84.464996,-3.8061078,8.5133085
84.470001,-5.1750922,4.43189
84.474998,-6.8571353,-0.26947755
84.480003,-7.3834038,-5.0417523
84.485001,-7.4368181,-9.1099386
84.489998,-5.2437091,-11.964967
84.495003,-3.5048928,-13.097522
84.5,-1.0707173,-12.553096
84.504997,-0.12392331,-10.850948
84.510002,-1.0414631,-7.6285334
84.514999,-1.8068131,-3.1761088
84.519997,-1.8179556,1.7008601
84.525002,-1.7675464,6.1595449
84.529999,-2.011831,9.7717371
84.535004,-3.3827827,12.712377
84.540001,-4.0410523,14.292036
84.544998,-5.1681309,14.839351
84.550003,-8.08463,13.838444
84.555,-7.566318,11.296638
84.559998,-6.7936769,7.8061152
84.565002,-8.5503569,3.611614
84.57,-9.8854179,-0.87078345
84.574997,-7.8594737,-4.9590354
84.580002,-3.7829721,-8.0593252
84.584999,0.25072607,-9.9951658
84.589996,4.5736995,-10.798256
84.595001,8.7416143,-10.127213
84.599998,10.71189,-7.7826371
84.605003,9.411356,-4.2600503
84.610001,9.2256851,-0.33343649
84.614998,12.783742,3.3495882
84.620003,14.388832,5.823946
84.625,12.776409,6.7997379
84.629997,14.591716,6.7509971
84.635002,20.579355,6.1481967
84.639999,23.685169,5.1388144
84.644997,20.925522,3.826463
84.650002,15.824319,2.4769263
84.654999,10.370576,1.1902424
84.660004,3.1907239,-0.18119618
84.665001,-5.757225,-1.7605703
84.669998,-13.843365,-3.4242525
84.675003,-17.448725,-4.8918214
84.68,-17.690809,-6.1524835
84.684998,-16.848476,-7.186121
84.690002,-14.661522,-7.4760695
84.695,-11.166698,-6.0870371
84.699997,-6.4960752,-4.1941218
84.705002,-2.5073664,-2.3894229
84.709999,0.96433073,-0.43640086
84.714996,2.6403935,1.9449291
84.720001,0.72999513,4.0561504
84.724998,-4.4039497,4.8529673
84.730003,-8.9902296,4.4285812
84.735001,-11.340205,3.4233823
84.739998,-12.216426,2.0884202
84.745003,-12.607762,0.44251865
84.75,-12.553803,-1.2849983
84.754997,-10.670531,-2.2319756
84.760002,-8.3620253,-2.2058179
84.764999,-6.7071624,-1.4287111
84.769997,-5.0926886,-0.058240727
84.775002,-2.8366654,1.9546037
84.779999,-0.33111459,4.4359555
84.785004,2.1018925,6.7720246
84.790001,4.1853786,8.4903107
84.794998,6.7419958,9.3215704
84.800003,10.130392,9.2772455
84.805,11.270148,8.7083855
84.809998,10.339669,7.0303278
84.815002,9.0344172,4.362391
84.82,5.4599991,0.90866649
84.824997,2.5452533,-3.1899502
84.830002,1.0867275,-7.5047073
84.834999,-0.1313872,-11.608906
84.839996,-1.4223187,-15.190708
84.845001,-1.289593,-17.818556
84.849998,-0.41309568,-19.023882
84.855003,-0.072299026,-18.449734
84.860001,1.7589462,-16.007578
84.864998,2.9997241,-12.602903
84.870003,3.5305758,-8.2170839
84.875,6.2218304,-3.5262289
84.879997,8.8874617,0.60484546
84.885002,12.205596,3.3856502
84.889999,14.791319,5.8516803
84.894997,16.45833,8.184701
84.900002,15.735374,9.9266033
84.904999,11.841302,10.65384
84.910004,5.8246465,10.59433
84.915001,-0.72842675,9.5179977
84.919998,-6.877255,7.0637326
84.925003,-11.955737,2.9945269
84.93,-15.261087,-2.1149771
84.934998,-14.590381,-6.7963133
84.940002,-11.281479,-10.098199
84.945,-7.4281998,-11.752157
84.949997,-3.4278672,-11.469808
84.955002,0.93329215,-8.9418736
84.959999,4.9051204,-4.8395209
84.964996,7.5344658,0.18100579
84.970001,10.314431,5.6433973
84.974998,11.406247,10.627505
84.980003,9.94174,14.811317
84.985001,7.0448093,17.953213
84.989998,3.2711017,19.731625
84.995003,-0.88397241,19.843868
85,-4.4898334,18.165997
85.004997,-7.1690574,14.8435
85.010002,-9.5840569,9.851738
85.014999,-10.063924,4.1374555
85.019997,-10.748506,-1.7952961
85.025002,-8.2924547,-6.9404392
85.029999,-6.7929935,-10.720032
85.035004,-8.5832176,-12.804267
85.040001,-9.1088505,-13.848365
85.044998,-9.9741135,-14.482023
85.050003,-14.649895,-15.132018
85.055,-17.96192,-15.113708
85.059998,-14.007857,-13.646844
85.065002,-4.6506982,-11.050109
85.07,4.7286229,-7.9375687
85.074997,13.028582,-4.9666996
85.080002,19.187042,-1.6027524
85.084999,21.103329,2.7857139
85.089996,18.554924,7.3347507
85.095001,13.659509,10.799664
85.099998,4.7959538,13.2885
85.105003,-4.4316888,14.865139
85.110001,-10.256292,15.215909
85.114998,-13.009067,14.131845
85.120003,-13.975653,12.995652
85.125,-12.240669,11.311945
85.129997,-6.8544736,8.786685
85.135002,-2.4572859,6.271584
85.139999,-0.32787505,3.7982175
85.144997,4.8062978,0.94134706
85.150002,11.496572,-2.3428304
85.154999,14.993401,-5.955266
85.160004,16.611578,-9.7402916
85.165001,16.542496,-12.866212
85.169998,15.936602,-15.453725
85.175003,14.136621,-17.341709
85.18,9.9126406,-18.058466
85.184998,3.9178174,-17.398954
85.190002,-1.8522196,-15.550759
85.195,-6.1166282,-12.851332
85.199997,-8.630765,-9.3681631
85.205002,-9.3196115,-5.0647459
85.209999,-9.2505932,0.061244972
85.214996,-11.471935,5.8746157
85.220001,-11.938006,11.185758
85.224998,-6.5559621,15.462714
85.230003,-1.6108115,18.985985
85.235001,-0.4066368,21.309515
85.239998,0.89892614,21.736254
85.245003,5.1632824,19.9739
85.25,10.095598,16.707182
85.254997,9.9757805,12.470345
85.260002,5.1604328,6.4820685
85.264999,3.126708,-0.94016254
85.269997,4.675056,-8.9138031
85.275002,-1.0987419,-16.069069
85.279999,-10.235805,-21.638544
85.285004,-12.847115,-25.707951
85.290001,-10.621858,-28.044477
85.294998,-8.2491655,-27.329494
85.300003,-9.0219107,-25.065298
85.305,-9.2565174,-21.77824
85.309998,-9.3814707,-16.216251
85.315002,-5.8619361,-9.1120472
85.32,0.096781395,-1.079191
85.324997,4.2433052,7.517704
85.330002,7.5906758,15.691088
85.334999,8.4904127,22.348417
85.339996,9.0284023,27.253874
85.345001,9.5719957,30.386145
85.349998,9.2947664,31.393423
85.355003,4.6996737,30.105333
85.360001,0.78673881,26.369173
85.364998,-1.7594919,20.602606
85.370003,-4.2793355,13.618181
85.375,-6.397759,6.0648623
85.379997,-7.8818583,-1.6835605
85.385002,-8.4164572,-9.120512
85.389999,-7.8849573,-15.56072
85.394997,-6.5306492,-20.43557
85.400002,-4.6617913,-23.441238
85.404999,-1.7309461,-24.564589
85.410004,1.8423414,-23.852896
85.415001,4.6563745,-21.339405
85.419998,6.7501006,-17.320433
85.425003,8.3815002,-12.246088
85.43,9.2036161,-6.6025238
85.434998,8.895134,-0.86551267
85.440002,7.5737524,4.516911
85.445,5.5975981,9.1509418
85.449997,2.9250481,12.730354
85.455002,0.045690745,15.102866
85.459999,-2.860322,16.266611
85.464996,-5.421196,16.262655
85.470001,-7.2571802,15.221565
85.474998,-8.1790419,13.349194
85.480003,-8.2120895,10.907975
85.485001,-7.4394965,8.1659155
85.489998,-5.9971857,5.37047
85.495003,-4.1028128,2.7235134
85.5,-1.7047291,0.36607808
85.504997,0.69806474,-1.6123632
85.510002,2.8513489,-3.1877458
85.514999,4.5933318,-4.3780756
85.519997,5.668694,-5.2706113
85.525002,6.4293904,-5.886622
85.529999,8.3994131,-6.3639998
85.535004,7.0414429,-6.9791093
85.540001,4.0619884,-7.494113
85.544998,1.8258388,-7.9371247
85.550003,1.1359354,-8.2742214
85.555,0.43696603,-8.5637884
85.559998,-0.90212339,-8.4578915
85.565002,-2.4822884,-7.6500072
85.57,-4.3816314,-6.3248324
85.574997,-5.4436388,-4.4075866
85.580002,-5.4440165,-2.0819395
85.584999,-4.2920079,0.59553826
85.589996,-2.3985062,3.545737
85.595001,-0.12494489,6.53303
85.599998,2.3291709,9.2571764
85.605003,6.6696291,11.680974
85.610001,9.0976152,12.988083
85.614998,8.8338051,13.203451
85.620003,8.6823959,12.52466
85.625,9.2779694,10.859839
85.629997,8.9766178,8.0790577
85.635002,7.178009,4.3761587
85.639999,4.6409888,0.16191672
85.644997,2.0025353,-4.205759
85.650002,-0.55233407,-8.4956331
85.654999,-5.0612721,-12.695252
85.660004,-8.0830498,-15.892295
85.665001,-7.8953924,-17.807346
85.669998,-7.1304965,-18.595684
85.675003,-6.6221056,-18.096313
85.68,-5.2372036,-16.028715
85.684998,-3.1395805,-12.477083
85.690002,-2.1441228,-7.6560717
85.695,0.059834782,-1.7418705
85.699997,3.0592439,4.4382954
85.705002,4.8143058,10.130151
85.709999,5.4328465,14.842113
85.714996,7.5764384,18.434816
85.720001,7.2899652,19.971035
85.724998,5.0282345,19.568027
85.730003,2.9288073,17.538294
85.735001,1.4186608,13.98881
85.739998,0.038655322,8.9878101
85.745003,-1.5247983,2.9810357
85.75,-3.0749276,-3.3111978
85.754997,-3.9184415,-9.2323256
85.760002,-5.8531423,-14.488862
85.764999,-7.4611869,-18.369383
85.769997,-6.474997,-20.531416
85.775002,-4.9300718,-20.987
85.779999,-4.201427,-19.736048
85.785004,-3.6110666,-16.798935
85.790001,-2.5480993,-12.306355
85.794998,-1.3219436,-6.9688449
85.800003,-0.84244895,-1.3367636
85.805,-2.2943079,4.2382727
85.809998,-0.91758543,8.8585644
85.815002,0.65865868,12.431062
85.82,0.25979495,14.844918
85.824997,-1.257255,15.577952
85.830002,-2.1182463,14.431285
85.834999,-2.855186,11.831694
85.839996,-4.6922073,8.305522
85.845001,-6.898797,4.172801
85.849998,-7.9938097,-0.2030939
85.855003,-7.6812673,-4.258491
85.860001,-6.5437541,-7.3872013
85.864998,-4.8891621,-9.2778282
85.870003,-2.8934271,-9.7959509
85.875,-0.56894869,-8.8841724
85.879997,1.6393853,-6.5395699
85.885002,3.1640112,-3.1090777
85.889999,4.6661429,0.72229213
85.894997,6.0383348,4.7345996
85.900002,6.3101687,8.6450377
85.904999,5.3871593,11.997511
85.910004,4.9124079,14.003626
85.915001,4.8131943,14.906714
85.919998,2.2756703,14.651955
85.925003,-1.6911838,13.039076
85.93,-1.458465,9.9790077
85.934998,-0.098116152,6.2339282
85.940002,-0.98604649,2.6824479
85.945,-5.3289285,-0.49511343
85.949997,-7.1433086,-3.4838307
85.955002,-7.1242819,-5.8795934
85.959999,-5.1704736,-7.0516253
85.964996,-2.4676108,-7.1640148
85.970001,-0.55933291,-6.343956
85.974998,0.38082522,-5.0248775
85.980003,2.1029472,-3.5218201
85.985001,6.1069627,-2.2337713
85.989998,7.4773502,-0.39539298
85.995003,4.4801264,1.1230966
86,2.6385856,1.5296217
86.004997,5.3170524,1.3091469
86.010002,5.3617158,0.22091173
86.014999,3.2126756,-1.1778704
86.019997,2.7104094,-2.6454344
86.025002,2.7189288,-5.1134434
86.029999,3.4760969,-8.3823357
86.035004,5.7901206,-11.129533
86.040001,9.6000061,-12.427541
86.044998,12.848685,-12.103543
86.050003,13.859869,-10.276449
86.055,12.659796,-6.924861
86.059998,9.8699579,-2.2162693
86.065002,5.7620368,3.6374383
86.07,0.59820986,9.610528
86.074997,-5.1533566,14.830593
86.080002,-10.371128,18.883753
86.084999,-12.709569,21.358356
86.089996,-12.189381,21.740112
86.095001,-10.122808,19.851419
86.099998,-8.742775,15.988462
86.105003,-3.148773,11.392426
86.110001,2.7340965,6.053308
86.114998,6.0809398,-0.099619202
86.120003,6.4734769,-6.205308
86.125,4.5203204,-11.599625
86.129997,2.0923743,-15.722069
86.135002,0.3588689,-18.55666
86.139999,-1.3396565,-20.347897
86.144997,-3.8336923,-20.868176
86.150002,-5.3515658,-19.858568
86.154999,-5.1725774,-17.255789
86.160004,-3.4506352,-13.488632
86.165001,-3.2652864,-9.0993595
86.169998,-4.0920291,-4.6660233
86.175003,-2.9444377,0.065148078
86.18,1.0053687,4.4226365
86.184998,1.5650469,8.0774956
86.190002,1.147534,10.094802
86.195,2.3816452,10.974201
86.199997,3.3680472,11.285837
86.205002,3.3200111,10.931093
86.209999,2.906142,9.7729597
86.214996,1.7824757,8.1467886
86.220001,0.24242389,6.6050844
86.224998,-1.0976646,5.4243679
86.230003,-2.1253171,4.5216727
86.235001,-2.8668261,3.8100443
86.239998,-3.7119346,3.3983247
86.245003,-4.0523682,3.199578
86.25,-3.8714013,3.0401139
86.254997,-3.97526,2.6435504
86.260002,-4.2342987,1.673396
86.264999,-4.0498519,0.072414383
86.269997,-2.8867199,-2.1151695
86.275002,-0.65679544,-4.7820759
86.279999,1.234123,-7.4983792
86.285004,2.6742241,-10.090338
86.290001,3.6207495,-12.328868
86.294998,3.8265271,-13.897943
86.300003,3.0413401,-14.520161
86.305,1.6475536,-14.096928
86.309998,-0.28445667,-12.508718
86.315002,-2.7513754,-9.9169226
86.32,-5.0571022,-6.7230949
86.324997,-6.6354628,-3.2259698
86.330002,-9.0591822,0.61522287
86.334999,-8.247942,3.8993332
86.339996,-3.3174279,6.5576868
86.345001,3.2417855,8.6291542
86.349998,8.8856649,10.326565
86.355003,11.725625,11.320074
86.360001,12.111633,11.147915
86.364998,10.179263,9.5304432
86.370003,7.871345,7.0271587
86.375,6.6256723,3.9885788
86.379997,4.6530476,0.96066803
86.385002,2.2673373,-1.8231298
86.389999,-0.055840086,-4.0788674
86.394997,-2.9596958,-5.7516079
86.400002,-5.7592034,-6.5229082
86.404999,-7.9014325,-6.4763813
86.410004,-8.5001173,-5.551867
86.415001,-7.4464526,-3.9003887
86.419998,-4.5947752,-1.6204319
86.425003,-0.86008328,1.017207
86.43,3.7348044,4.0740991
86.434998,4.491715,7.0842385
86.440002,0.97131902,9.00877
86.445,2.1578448,10.382089
86.449997,4.3221087,11.052803
86.455002,3.2276387,10.735783
86.459999,2.2107167,8.9054651
86.464996,2.970732,6.5100484
86.470001,0.55993634,3.9657571
86.474998,-3.0752478,1.1771092
86.480003,-5.4140358,-1.7873791
86.485001,-6.292541,-4.4109693
86.489998,-6.6249342,-6.1530557
86.495003,-7.9443941,-6.6331711
86.5,-10.312124,-6.2360468
86.504997,-17.046013,-5.0986471
86.510002,-15.864766,-3.5796449
86.514999,-11.352694,-1.9320506
86.519997,-11.648993,-0.28894758
86.525002,-13.552473,0.72143137
86.529999,-8.968791,0.42625043
86.535004,-1.2814208,-0.5809539
86.540001,2.8786476,-1.8859524
86.544998,7.73875,-3.8057716
86.550003,14.653672,-5.9038105
86.555,16.537363,-7.428606
86.559998,15.085962,-8.4715834
86.565002,9.7973366,-8.4960499
86.57,3.4841957,-7.8558717
86.574997,-1.8414503,-6.7269993
86.580002,-5.4694309,-4.9929719
86.584999,-7.1376724,-2.6122015
86.589996,-6.8399682,0.17223683
86.595001,-5.2051334,3.0413666
86.599998,-2.8793395,5.8929501
86.605003,-0.77825576,8.478941
86.610001,2.6396992,10.263158
86.614998,6.5858865,11.242126
86.620003,11.964256,11.227078
86.625,16.917629,10.857752
86.629997,17.813257,8.7466621
86.635002,16.311911,5.259253
86.639999,16.405043,1.3805815
86.644997,17.432451,-2.3090556
86.650002,16.134209,-5.5603251
86.654999,11.764743,-7.9898338
86.660004,5.8957705,-9.1500549
86.665001,-0.36315206,-8.942874
86.669998,-6.8737774,-7.7323823
86.675003,-12.437842,-5.871244
86.68,-15.45245,-3.544076
86.684998,-15.76731,-0.76743019
86.690002,-14.511247,2.0741515
86.695,-11.654371,4.8348484
86.699997,-7.3655663,7.3341379
86.705002,-3.1716063,9.346879
86.709999,-0.9595443,10.837434
86.714996,2.4380558,11.718179
86.720001,5.1417394,11.473818
86.724998,5.9818625,9.883481
86.730003,6.4630699,7.4302306
86.735001,5.70328,4.1234264
86.739998,3.3503022,0.38562682
86.745003,0.23821266,-3.2403533
86.75,-1.8915937,-6.3653526
86.754997,-2.8322375,-8.7638149
86.760002,-3.1752534,-10.229054
86.764999,-3.4869156,-10.579912
86.769997,-3.4863713,-9.8347301
86.775002,-4.264533,-8.4110632
86.779999,-4.1867776,-6.1376724
86.785004,-2.5398605,-3.4653096
86.790001,-2.9870238,-0.8425976
86.794998,-1.3290387,1.5474759
86.800003,0.94845062,3.4651198
86.805,2.3272433,4.7290602
86.809998,2.8214464,5.3765974
86.815002,3.1891906,5.5713906
86.82,3.6206045,5.4370694
86.824997,3.8811214,5.0474095
86.830002,5.3511772,4.7682095
86.834999,6.7242422,4.1524715
86.839996,4.7332358,3.5004611
86.845001,2.5887825,3.2802567
86.849998,0.81797612,3.2616746
86.855003,0.77385807,3.606108
86.860001,2.1216357,3.6012673
86.864998,1.6841383,3.0839033
86.870003,1.768714,2.2261431
86.875,2.1459107,0.95170987
86.879997,2.135973,-0.92270899
86.885002,1.5428743,-3.3783576
86.889999,0.67115015,-6.1431947
86.894997,-0.039706014,-8.9326544
86.900002,0.57597095,-11.331429
86.904999,-0.54905814,-13.712226
86.910004,-3.0148444,-15.52761
86.915001,-4.7323484,-16.190359
86.919998,-5.3790269,-15.619005
86.925003,-7.1045732,-13.727507
86.93,-7.1704407,-10.298312
86.934998,-5.4356833,-6.2417746
86.940002,-3.797015,-2.2912054
86.945,-2.8994577,1.5156438
86.949997,-1.8303753,5.1120777
86.955002,-0.26698652,8.0748243
86.959999,1.3574692,10.056329
86.964996,2.3821995,11.3603
86.970001,-1.6194896,11.881244
86.974998,-3.2674577,10.917653
86.980003,-1.318265,8.387682
86.985001,-0.62005842,5.1668959
86.989998,-2.6012836,1.4404509
86.995003,-2.8842921,-2.8108926
87,-0.050146859,-6.685174
