X a:y(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Y, a:z(Bogie1.Bogie) - Acceleration of point (1.2 -1 1.1) of body Bogie1.Bogie relative to Base0  SC Base0  projection Z,
113.335,-8.3327827,21.22224
113.34,-7.1066394,21.883047
113.345,-4.3506565,20.264282
113.35,-0.48449999,16.920816
113.355,3.4288847,12.423275
113.36,7.9211936,6.9502807
113.365,10.873185,1.6531469
113.37,11.301285,-3.2017548
113.375,8.0161209,-6.9948344
113.38,2.3175051,-9.8458242
113.385,-3.4934406,-11.715519
113.39,-4.9805088,-12.557291
113.395,-4.7938142,-11.781274
113.4,-5.3292584,-9.3783092
113.405,-6.0135632,-5.9595394
113.41,-4.9918928,-2.1833377
113.415,-2.2960181,1.8615401
113.42,0.66546643,6.134831
113.425,2.7512689,9.786088
113.43,3.1756415,12.214765
113.435,4.8997545,13.288308
113.44,6.923121,13.227183
113.445,9.8623514,11.929418
113.45,10.194656,9.3614025
113.455,9.8427792,5.8498807
113.46,8.8031082,2.2061522
113.465,6.1328197,-1.0017068
113.47,2.2981753,-3.7525647
113.475,-1.889853,-6.1481109
113.48,-5.7854371,-8.1338339
113.485,-8.8647566,-9.5197458
113.49,-9.7568073,-10.23669
113.495,-8.841568,-10.320745
113.5,-6.146687,-9.6586924
113.505,-1.7372578,-8.1027794
113.51,3.2263012,-6.0069094
113.515,5.3021421,-3.482383
113.52,5.9427247,-0.60922605
113.525,5.6215906,2.6433871
113.53,6.8483438,5.8349361
113.535,8.5369911,8.6211224
113.54,7.0144324,10.290898
113.545,3.5344903,11.117499
113.55,0.54562759,11.388343
113.555,-2.0938072,10.920562
113.56,-4.1857734,9.4800806
113.565,-5.7441764,7.2144451
113.57,-6.8006558,4.5787997
113.575,-8.4800529,1.715307
113.58,-10.520054,-0.72951061
113.585,-7.3514118,-2.7007885
113.59,-6.0461469,-4.219389
113.595,-4.5697684,-5.8530173
113.6,-2.2775936,-6.8197861
113.605,1.2004695,-7.0995808
113.61,4.5094514,-6.64639
113.615,3.4293935,-5.9893875
113.62,-0.63944054,-5.4501777
113.625,-1.9201292,-5.1540246
113.63,-1.6337087,-4.4809556
113.635,-1.9397135,-3.5451715
113.64,-3.1420345,-2.7517779
113.645,-5.7755575,-2.5892162
113.65,-9.2766533,-2.6674926
113.655,-10.496013,-2.1919358
113.66,-8.539093,-1.4944551
113.665,-6.1465478,-1.2850786
113.67,-4.1507044,-1.614671
113.675,-1.8857254,-1.920989
113.68,0.43445191,-1.6425151
113.685,2.68051,-1.2729603
113.69,4.3561678,-0.88560826
113.695,5.5327253,-0.32554018
113.7,5.8446579,0.48614788
113.705,6.1432786,1.2625479
113.71,5.4310985,1.9655737
113.715,3.9292748,2.5278277
113.72,2.9519055,2.9576833
113.725,2.5237479,3.3033626
113.73,2.1143947,3.5727708
113.735,1.4793451,3.7050679
113.74,0.67558205,3.6709831
113.745,-0.1991536,3.4859991
113.75,-1.0188086,3.1738183
113.755,-1.7363836,2.7270424
113.76,-2.2633543,2.1426008
113.765,-2.5171368,1.4651593
113.77,-2.5837214,0.80177385
113.775,-1.8872534,0.052037362
113.78,-1.0915253,-0.54704893
113.785,-0.32113808,-0.94629335
113.79,0.49096328,-1.1317681
113.795,1.2931212,-1.066726
113.8,1.9721303,-0.70932269
113.805,2.4213781,-0.072018251
113.81,2.4990385,0.76631975
113.815,2.213037,1.6996549
113.82,1.6498734,2.6272926
113.825,0.89328271,3.4393942
113.83,0.18969461,4.0230036
113.835,-0.49935234,4.2750111
113.84,-1.1881483,4.1310248
113.845,-1.7519104,3.5725737
113.85,-1.3115877,2.7229314
113.855,1.087901,1.6072974
113.86,0.92897689,-0.0744555
113.865,0.38673073,-2.0096428
113.87,1.309466,-3.7236555
113.875,2.9570785,-5.1058216
113.88,3.9208415,-6.0953226
113.885,3.7461228,-6.558095
113.89,2.9499981,-6.4315634
113.895,2.1678498,-5.8423262
113.9,1.7485166,-5.0016618
113.905,1.7461635,-4.0674782
113.91,2.2031426,-3.1330585
113.915,3.1984859,-2.2954886
113.92,4.6226954,-1.6861525
113.925,6.1721368,-1.3962495
113.93,7.4554605,-1.4171383
113.935,8.0983801,-1.6839308
113.94,7.8951054,-2.1094146
113.945,6.7853694,-2.4441259
113.95,4.639967,-2.636987
113.955,1.9421896,-2.8546453
113.96,-0.25929484,-2.9823122
113.965,-1.5136679,-2.8553698
113.97,-2.737602,-2.5652893
113.975,-3.3943968,-1.8609692
113.98,-2.9655764,-0.48721653
113.985,-2.368679,1.6613413
113.99,-3.3609295,4.2040725
113.995,-4.2786455,7.4407907
114,-3.1150606,10.916524
114.005,-2.1998932,13.857578
114.01,-1.996395,15.843125
114.015,-0.73878676,16.607838
114.02,-4.4617662,15.81863
114.025,-8.892045,13.566674
114.03,-8.9800854,10.336598
114.035,-6.7412763,6.214632
114.04,-6.1846375,1.2338972
114.045,-6.7545829,-4.2097516
114.05,-6.9084868,-9.7879992
114.055,-3.5249712,-14.55758
114.06,-0.94178921,-18.214441
114.065,-0.50802517,-20.674929
114.07,-0.35801786,-21.620831
114.075,0.76317567,-20.707121
114.08,1.0812287,-17.609509
114.085,-0.96793634,-12.578744
114.09,-3.820991,-6.4379454
114.095,-5.7253747,0.10312346
114.1,-6.7740607,6.6509943
114.105,-7.6173401,12.797286
114.11,-8.2207842,17.898443
114.115,-7.9778824,21.342594
114.12,-5.829463,22.705669
114.125,-2.7134607,22.247229
114.13,0.28110066,20.225883
114.135,3.1313288,16.75292
114.14,6.3826661,11.883094
114.145,10.174793,6.1159301
114.15,15.379842,0.75115788
114.155,17.46397,-4.5160818
114.16,15.89291,-9.4034414
114.165,11.207064,-13.672695
114.17,8.9486761,-16.985594
114.175,9.1042671,-18.807491
114.18,7.4621086,-18.766581
114.185,2.0476294,-16.809137
114.19,-3.8975434,-13.97244
114.195,-6.978353,-10.77897
114.2,-9.6583929,-7.2362108
114.205,-13.319046,-3.6610317
114.21,-15.16615,-0.43807539
114.215,-13.279082,1.708513
114.22,-9.1829185,2.9503253
114.225,-4.0602746,3.7494159
114.23,1.057144,4.0607924
114.235,8.888238,4.1208858
114.24,13.127791,3.9374397
114.245,13.414659,3.1834195
114.25,12.331233,2.1457279
114.255,11.020238,1.2660959
114.26,8.2370014,0.54820412
114.265,3.7557085,-0.11350323
114.27,-1.0301104,-0.6984883
114.275,-4.5722628,-1.0390052
114.28,-6.9463868,-1.1288902
114.285,-9.0051565,-1.0909189
114.29,-10.095265,-0.9404974
114.295,-9.4570465,-0.58274543
114.3,-8.8606052,-0.1480455
114.305,-7.0871458,0.67016757
114.31,-3.2875757,1.7808368
114.315,0.65800345,2.9095635
114.32,3.4581411,4.0403862
114.325,5.2527409,5.2579551
114.33,6.3417549,6.5036259
114.335,6.9097171,7.5320773
114.34,6.7073321,8.1371641
114.345,5.6868892,8.2646551
114.35,4.1337757,7.9138417
114.355,2.4175918,7.0472836
114.36,0.15813108,5.6317077
114.365,-2.3181963,3.7142503
114.37,-3.9923732,1.4449921
114.375,-3.7471406,-0.80743688
114.38,-2.5326908,-3.3765776
114.385,-3.8904037,-6.0602436
114.39,-4.8658657,-8.303298
114.395,-3.8052139,-9.8033361
114.4,-1.0736698,-10.611653
114.405,1.6476502,-10.775198
114.41,3.4519491,-10.085457
114.415,5.1205425,-8.4115582
114.42,7.6081638,-5.9965024
114.425,9.4911404,-3.0319657
114.43,10.466402,0.39016578
114.435,12.038453,3.8399189
114.44,9.6922445,7.0020709
114.445,5.758409,9.6286783
114.45,2.2136941,11.522516
114.455,-0.036418512,12.399003
114.46,-1.4339576,11.95041
114.465,-6.1991005,9.7608681
114.47,-8.7917118,7.390039
114.475,-5.610425,4.6700611
114.48,-2.5236611,0.97135651
114.485,-1.9455495,-3.4175849
114.49,-2.0255153,-7.4701705
114.495,-1.2201753,-10.546634
114.5,0.1091663,-12.641548
114.505,0.62366217,-13.684567
114.51,-1.7789176,-13.393086
114.515,-2.9554343,-11.547567
114.52,-4.0556612,-8.3046236
114.525,-5.9269753,-3.9317486
114.53,-10.600305,1.1637789
114.535,-13.801002,5.6487093
114.54,-15.513361,9.4199295
114.545,-13.813082,12.381061
114.55,-10.907698,14.353558
114.555,-7.2215428,15.074841
114.56,-2.9970946,14.487017
114.565,-0.71475118,12.86634
114.57,1.6314995,10.194703
114.575,3.3438036,6.7737694
114.58,6.4789166,2.6764591
114.585,7.1271262,-1.3646332
114.59,5.7699628,-5.0951281
114.595,2.3608575,-8.4749136
114.6,-0.73534095,-11.434842
114.605,0.39871496,-13.397456
114.61,6.9032483,-15.150506
114.615,11.855194,-15.814836
114.62,15.712672,-15.157999
114.625,19.896524,-12.993526
114.63,20.280172,-9.0033503
114.635,13.21783,-3.8195343
114.64,2.5309188,1.1408138
114.645,-6.9406557,4.6115046
114.65,-16.835213,7.0060625
114.655,-23.090755,7.9991446
114.66,-23.795248,7.7566209
114.665,-19.384514,6.1347122
114.67,-12.04145,3.6348507
114.675,-3.8428612,1.3086095
114.68,3.3672121,-0.58153194
114.685,7.5551491,-1.9509332
114.69,10.434955,-2.4972072
114.695,8.9933538,-3.1593435
114.7,5.3100886,-3.4545972
114.705,2.2173142,-3.0330842
114.71,0.95762283,-1.6735156
114.715,1.4944447,0.0069211805
114.72,2.8689768,1.8026223
114.725,3.7988496,3.1497202
114.73,2.672888,3.8707299
114.735,-1.1142734,3.618504
114.74,-2.2331338,2.6694615
114.745,-1.7399753,0.71862996
114.75,-2.4908969,-2.2398176
114.755,-3.8272278,-5.6366725
114.76,-3.8645856,-8.6902609
114.765,-2.1066711,-10.602224
114.77,-0.21720429,-11.78868
114.775,0.57099998,-12.563566
114.78,0.2585617,-12.457143
114.785,-0.40980065,-10.802001
114.79,-0.47825629,-7.7261801
114.795,-0.56995457,-3.7914004
114.8,-0.21826124,0.90358442
114.805,0.59069252,6.1430216
114.81,-0.93362093,11.965718
114.815,-0.69972152,17.415764
114.82,0.17746292,21.679979
114.825,0.54773617,24.77425
114.83,1.4123515,26.242178
114.835,3.728096,25.786438
114.84,7.5479336,23.115137
114.845,11.999459,18.515638
114.85,15.586555,12.806654
114.855,17.184145,6.4563794
114.86,17.005627,0.044149727
114.865,15.98567,-6.0134611
114.87,14.092755,-11.186097
114.875,10.880659,-15.124562
114.88,6.2219243,-17.845205
114.885,0.25141194,-19.271128
114.89,-5.9102726,-18.971313
114.895,-10.221275,-16.741611
114.9,-12.295233,-13.256734
114.905,-13.404553,-9.5163374
114.91,-11.718368,-5.4439287
114.915,-9.3282309,-0.84985447
114.92,-4.4471073,4.2775154
114.925,-2.2335443,9.1397495
114.93,-1.0258285,12.401775
114.935,0.69519663,14.126515
114.94,1.3688624,14.785921
114.945,-0.1603483,13.915043
114.95,-2.6687715,11.109835
114.955,-4.4053426,6.726027
114.96,-5.7184291,1.6384466
114.965,-7.4197164,-3.5566628
114.97,-8.4839134,-8.649868
114.975,-8.9058199,-13.066312
114.98,-9.1532078,-16.152115
114.985,-9.3306446,-17.695162
114.99,-8.7575521,-17.751575
114.995,-6.4314165,-16.016537
115,-3.4801328,-12.801115
115.005,0.11861023,-8.6708584
115.01,3.9619439,-3.8582759
115.015,8.5328836,1.2798409
115.02,10.298986,6.6887684
115.025,10.748208,11.404469
115.03,11.096595,15.254115
115.035,8.7385921,18.035791
115.04,6.1237969,19.195984
115.045,4.346704,18.41494
115.05,2.7705817,16.297419
115.055,0.97969651,13.450968
115.06,-0.65678912,10.258397
115.065,-1.8511423,6.9104638
115.07,-2.781949,3.5357428
115.075,-3.6226246,-0.1954326
115.08,-4.7228451,-4.1663051
115.085,-7.4929671,-7.5867629
115.09,-12.319679,-10.27037
115.095,-15.835347,-12.762238
115.1,-19.048082,-14.812094
115.105,-21.877569,-16.419661
115.11,-22.144903,-17.496614
115.115,-19.203852,-17.83787
115.12,-13.54438,-17.087662
115.125,-5.7331805,-15.606227
115.13,4.3785081,-13.565053
115.135,13.509783,-10.675316
115.14,18.59149,-7.3094273
115.145,20.237896,-4.0515094
115.15,17.166862,-0.51950783
115.155,11.739484,3.3195527
115.16,6.4004612,7.322927
115.165,1.4303221,11.171362
115.17,0.14948404,13.852685
115.175,-1.6674789,16.708023
115.18,2.3562994,17.709875
115.185,8.1115456,18.038237
115.19,13.048786,17.713917
115.195,15.511447,16.549675
115.2,16.207083,14.759427
115.205,15.952892,12.146154
115.21,14.172947,8.5107632
115.215,11.352999,4.0270095
115.22,8.9534092,-0.66821796
115.225,7.2828441,-5.2891626
115.23,5.4437823,-9.8488312
115.235,3.413038,-14.212479
115.24,1.3771759,-17.480425
115.245,-0.28765976,-19.390049
115.25,-1.0353323,-20.1523
115.255,-3.3250465,-20.48786
115.26,-5.4386353,-19.863087
115.265,-6.6832104,-17.722509
115.27,-7.1035953,-13.651608
115.275,-5.0038357,-8.0741539
115.28,-5.6996765,-1.4227457
115.285,-8.5193043,5.6541753
115.29,-10.997337,12.577482
115.295,-13.567405,18.789581
115.3,-17.015669,23.408901
115.305,-19.488407,25.717131
115.31,-19.100368,25.506233
115.315,-16.162609,23.006371
115.32,-11.788369,18.623625
115.325,-6.012476,12.750335
115.33,1.0299013,5.9483261
115.335,7.9031973,-1.0669179
115.34,12.23958,-7.4712825
115.345,13.64625,-13.067988
115.35,14.348661,-17.467279
115.355,12.032703,-20.014124
115.36,8.5506926,-20.77747
115.365,3.5910542,-19.771671
115.37,-1.7888668,-17.44521
115.375,-5.7999711,-14.027837
115.38,-7.8143501,-9.6360064
115.385,-7.7259421,-4.5578794
115.39,-6.3640056,0.70129919
115.395,-5.5552897,5.8207693
115.4,-4.9159393,10.135026
115.405,-1.9450973,13.405867
115.41,1.4774857,15.710252
115.415,4.115941,16.729486
115.42,3.1800539,16.604816
115.425,1.6952475,14.785334
115.43,1.8001721,11.560235
115.435,2.3968291,7.571094
115.44,1.1154256,3.140662
115.445,-0.51816988,-1.6067411
115.45,0.40128076,-6.4034228
115.455,2.5210395,-10.190617
115.46,4.4734578,-12.560813
115.465,5.0844817,-13.175847
115.47,2.9010308,-12.290606
115.475,0.61779219,-10.239618
115.48,-0.70725286,-7.1178684
115.485,-1.8547292,-3.1292908
115.49,-3.1214104,1.1719702
115.495,-5.5876575,5.3763628
115.5,-7.0288248,8.4623146
115.505,-6.2741518,10.534888
115.51,-4.9534969,11.728791
115.515,-3.8993642,11.880681
115.52,-2.7754443,10.807076
115.525,-0.84908259,8.6885147
115.53,1.4532162,6.0221233
115.535,5.2260494,3.6163063
115.54,9.0557842,0.85465711
115.545,8.1352501,-1.4952018
115.55,6.9682202,-3.5686049
115.555,8.3705168,-5.1387515
115.56,10.961295,-6.0308938
115.565,12.425308,-5.9635601
115.57,12.193528,-4.8427815
115.575,10.743381,-2.9352815
115.58,8.1230679,-0.66967636
115.585,4.345624,1.5398573
115.59,-0.028228402,3.3307815
115.595,-4.2896562,4.3781362
115.6,-8.1260138,4.4682817
115.605,-10.758039,3.540957
115.61,-11.120448,1.7613218
115.615,-9.8703461,-0.97465634
115.62,-7.5854468,-4.1673379
115.625,-3.9835241,-7.2336645
115.63,-1.2646639,-9.9165592
115.635,1.3534434,-11.432683
115.64,5.2275171,-11.801693
115.645,7.5519829,-11.224258
115.65,9.4796848,-9.5955095
115.655,7.8708062,-7.5072079
115.66,4.6639638,-4.7919493
115.665,1.9750167,-1.5525346
115.67,-0.083113246,1.694497
115.675,-2.1194942,4.4458647
115.68,-4.0809646,6.5389609
115.685,-5.5418468,7.9840031
115.69,-6.1682615,8.656105
115.695,-6.5192614,8.3466616
115.7,-7.4289846,7.2979608
115.705,-5.2433176,5.788908
115.71,-2.3972523,3.7903728
115.715,-0.62687993,1.4235371
115.72,0.52702689,-0.91138023
115.725,1.6034904,-2.8394845
115.73,2.5315955,-4.2159238
115.735,3.1988862,-5.0440879
115.74,3.3860126,-5.2801132
115.745,3.0374629,-4.8714814
115.75,2.242476,-3.8817339
115.755,0.97093922,-2.5270388
115.76,-0.7311911,-1.0599869
115.765,-2.4989152,0.2997748
115.77,-4.0883131,1.3846099
115.775,-5.4479694,2.0214913
115.78,-6.4321785,2.0671496
115.785,-6.8448496,1.4732293
115.79,-7.0143518,0.4323374
115.795,-8.0114202,-0.90257925
115.8,-6.0367041,-2.6971834
115.805,-3.3888316,-4.3518362
115.81,-2.2174771,-5.3205662
115.815,-0.47600091,-6.0092254
115.82,2.1181166,-6.5441718
115.825,3.4715149,-6.2915778
115.83,5.3494539,-5.4793377
115.835,7.8449645,-3.6188955
115.84,9.2488089,-1.0129548
115.845,10.504271,1.6399318
115.85,11.174037,4.4452081
115.855,7.3198361,7.3647761
115.86,3.3392141,10.108233
115.865,0.69587016,12.142632
115.87,-1.875574,13.104138
115.875,-4.8437815,12.936085
115.88,-7.1804109,11.679387
115.885,-8.551918,9.5303345
115.89,-8.0221491,6.1870155
115.895,-5.5966325,2.1167457
115.9,-3.1057885,-1.8893182
115.905,-1.1767471,-5.3609848
115.91,0.76740336,-8.2393665
115.915,4.6648998,-10.259542
115.92,5.8744779,-10.233773
115.925,4.0526862,-8.6238642
115.93,2.9750369,-6.19663
115.935,2.4233408,-3.1009316
115.94,1.6438541,0.33697146
115.945,-1.0884113,3.6855726
115.95,-4.0423579,6.5858879
115.955,-5.2439117,8.8745747
115.96,-3.9412251,10.145709
115.965,-1.4493217,10.431042
115.97,0.15023126,10.069672
115.975,-0.17751734,8.959136
115.98,1.3332767,7.0268641
115.985,-0.85509932,4.5323057
115.99,-3.5454855,1.4362979
115.995,-4.33987,-2.0962465
116,-7.5066519,-5.1036692
116.005,-7.4332476,-8.5394793
116.01,-4.2464075,-11.428175
116.015,-1.129315,-13.14042
116.02,2.2987211,-13.378427
116.025,7.5369115,-13.244035
116.03,8.6574755,-11.924361
116.035,7.2239232,-9.2919254
116.04,5.8536425,-5.7788229
116.045,5.4916921,-2.1980264
116.05,4.5091295,1.1225088
116.055,1.3702687,4.3545103
116.06,-2.8035212,7.0685959
116.065,-6.3827353,9.0078039
116.07,-5.5912366,10.108831
116.075,-6.1708603,10.436371
116.08,-7.0194879,9.3781881
116.085,-5.2247362,7.3202195
116.09,-3.0644484,4.9419713
116.095,0.90013635,2.4762261
116.1,3.3470428,-0.16714843
116.105,1.1776185,-2.909766
116.11,1.6922657,-5.0250669
116.115,4.4979811,-6.9304924
116.12,7.8989649,-8.5911026
116.125,9.0032578,-9.3749638
116.13,10.34805,-9.1047239
116.135,11.952801,-7.7385769
116.14,13.575003,-5.2135859
116.145,10.729933,-2.0233843
116.15,4.4009452,1.2054627
116.155,-2.0746136,3.9940763
116.16,-6.9800768,6.0340881
116.165,-9.7306366,7.0692425
116.17,-10.036659,7.0390072
116.175,-7.9776483,6.1275105
116.18,-4.4616909,4.622704
116.185,-0.29192692,2.8218098
116.19,3.4467971,0.95620549
116.195,5.8802614,-0.76517141
116.2,7.5537658,-2.1250529
116.205,8.5395594,-2.8826451
116.21,6.7679563,-3.22598
116.215,0.14376763,-3.0104344
116.22,-3.3438671,-2.305835
116.225,-4.1121817,-1.4132303
116.23,-6.9319129,-0.45798284
116.235,-11.724137,-0.086352706
116.24,-13.058147,0.013667853
116.245,-9.3999729,0.14957649
116.25,-4.9016237,0.30740753
116.255,-2.2784445,0.38833848
116.26,-0.63713133,0.50588131
116.265,0.73269653,0.74298972
116.27,0.81100136,0.97273892
116.275,-0.75934762,0.9571116
116.28,-2.7663965,0.56976455
116.285,-4.5351791,0.0082420558
116.29,-7.7197032,-0.3944228
116.295,-9.5408773,-1.0496747
116.3,-4.4689555,-2.8055327
116.305,4.603548,-3.8868897
116.31,7.9197888,-3.5353096
116.315,2.5425875,-2.5893111
116.32,-1.7263021,-2.0479794
116.325,1.0218656,-1.9361686
116.33,3.3728247,-0.77775496
116.335,1.6734607,1.0154681
116.34,-0.29485658,2.354187
116.345,-0.090363964,2.9151502
116.35,0.90688217,3.2846379
116.355,1.156258,3.7999156
116.36,1.2731817,4.0963402
116.365,2.9142337,4.083446
116.37,4.1556358,3.5978761
116.375,4.2332673,2.856411
116.38,4.5515909,2.2271333
116.385,5.7822809,1.6837432
116.39,8.1354675,1.2216948
116.395,10.126807,1.110998
116.4,10.349916,1.6223414
116.405,8.9100523,2.6580713
116.41,6.54217,3.8323007
116.415,3.7023299,4.7787066
116.42,0.89266098,5.302763
116.425,-1.2022232,5.2533646
116.43,-2.0151384,4.4695535
116.435,-1.509131,2.8836482
116.44,-0.054950014,0.6051634
116.445,1.9279605,-2.1232164
116.45,4.1075182,-5.0290351
116.455,6.1511312,-7.8496027
116.46,7.7073884,-10.319736
116.465,8.5479116,-12.143583
116.47,10.563895,-12.847232
116.475,9.7238073,-12.894959
116.48,5.2965207,-11.940729
116.485,-0.44814876,-9.5249481
116.49,-4.5337944,-5.6672087
116.495,-5.7019668,-1.2425195
116.5,-7.9513831,2.3325939
116.505,-10.373331,5.3948789
116.51,-12.064137,8.1359072
116.515,-15.30538,11.284111
116.52,-13.719928,13.264609
116.525,-10.969628,13.805423
116.53,-12.276489,13.205531
116.535,-15.072471,11.689609
116.54,-17.632542,8.4834642
116.545,-18.39999,3.586884
116.55,-18.173906,-2.0817211
116.555,-17.518322,-7.6968966
116.56,-15.350874,-12.888952
116.565,-11.356034,-17.248386
116.57,-6.6908531,-20.279493
116.575,-1.9938345,-21.493486
116.58,4.730536,-20.222374
116.585,9.4337273,-16.369902
116.59,12.666298,-11.116522
116.595,14.371625,-5.0673218
116.6,13.845308,1.7743142
116.605,10.719555,8.9194088
116.61,5.3003044,16.297945
116.615,1.5081726,21.974129
116.62,4.2455955,25.194567
116.625,6.5105891,26.089504
116.63,8.9911423,24.633877
116.635,14.39051,20.99024
116.64,20.142841,15.648993
116.645,21.748302,9.6562939
116.65,19.03105,3.7849452
116.655,14.58775,-1.9611001
116.66,8.760787,-7.3173223
116.665,1.1762186,-11.97855
116.67,-6.8269258,-15.310784
116.675,-11.176953,-16.941784
116.68,-12.446556,-17.289642
116.685,-12.585449,-16.409857
116.69,-10.099472,-14.216623
116.695,-10.858036,-10.047647
116.7,-11.468999,-4.731338
116.705,-8.4317465,0.63737047
116.71,-5.6296535,5.0431724
116.715,-5.5402212,8.1622658
116.72,-4.1959343,10.163424
116.725,-0.44029385,10.865606
116.73,2.8687778,9.7213402
116.735,5.6795964,6.8148818
116.74,8.723196,3.1906595
116.745,8.3906689,-0.56578124
116.75,5.8506021,-4.5639014
116.755,2.4558203,-8.609704
116.76,-1.4547688,-12.094897
116.765,-2.7341814,-14.962397
116.77,-4.9466319,-16.113224
116.775,-11.581642,-15.80792
116.78,-11.445081,-14.520996
116.785,-5.9173346,-11.948535
116.79,-2.0939479,-7.7984405
116.795,-1.4995564,-2.6959829
116.8,-0.62397164,2.3659477
116.805,3.025739,6.9194908
116.81,3.8632588,11.067667
116.815,3.3541861,14.226303
116.82,2.3387308,15.94038
116.825,1.766541,15.95374
116.83,1.3441937,14.556014
116.835,0.76291305,12.152972
116.84,0.16204037,8.9652901
116.845,-0.22665004,5.2198529
116.85,-0.32396013,1.3789283
116.855,-0.170568,-1.9922792
116.86,0.17958573,-4.483182
116.865,0.68673134,-5.9102297
116.87,1.3836926,-6.2254939
116.875,2.1806667,-5.4255724
116.88,2.9221771,-3.6225901
116.885,3.5190666,-1.1102186
116.89,6.5401707,2.1559913
116.895,10.306684,4.6924877
116.9,10.880917,6.3187652
116.905,10.162845,7.2156873
116.91,11.504127,7.6144471
116.915,12.949761,7.4885664
116.92,10.793173,6.8970919
116.925,5.4356012,6.0272288
116.93,0.079750247,4.7584
116.935,-4.2465935,3.0105259
116.94,-7.1112132,0.66236919
116.945,-8.9107103,-1.8580651
116.95,-9.2153511,-4.0438404
116.955,-7.2235656,-5.4568043
116.96,-3.9528422,-5.996891
116.965,-0.84378725,-5.6495061
116.97,1.6087735,-4.3786755
116.975,3.3380702,-2.3110132
116.98,4.3667374,0.16912451
116.985,5.8080029,2.5680373
116.99,4.3845191,3.9491711
116.995,1.4699626,4.4095998
117,-0.7480514,4.0261707
117.005,-2.3144934,2.5942745
117.01,-3.8548448,0.010369459
117.015,-5.0635848,-3.3335571
117.02,-6.219099,-6.9189181
117.025,-8.9015055,-9.9907093
117.03,-7.3373256,-11.979406
117.035,-4.8466654,-13.212344
117.04,-3.8876259,-13.654168
117.045,-3.7761619,-12.841608
117.05,-1.6208874,-10.436911
117.055,-1.6419593,-7.1198168
117.06,-5.6526465,-2.8777497
117.065,-7.8930373,1.7510306
117.07,-6.6917319,6.166894
117.075,-7.8758678,9.9020166
117.08,-12.126103,12.232359
117.085,-13.667392,12.830971
117.09,-10.025789,11.934114
117.095,-4.6153364,9.8841763
117.1,1.0527124,6.751318
117.105,9.0262594,2.6148639
117.11,13.787375,-1.6579723
117.115,12.48327,-5.6806412
117.12,9.5340796,-9.4797678
117.125,6.5444794,-12.425658
117.13,1.6411479,-14.27525
117.135,-2.3884718,-15.109188
117.14,-3.7899463,-14.857672
117.145,-3.2812407,-13.243423
117.15,-1.8048773,-10.158835
117.155,-0.99833566,-5.6247258
117.16,1.0026847,-0.65213132
117.165,4.4159894,4.6174674
117.17,7.0563836,10.121863
117.175,8.0855141,15.404325
117.18,8.7929678,19.471609
117.185,8.3435907,22.324905
117.19,5.4530602,23.655521
117.195,2.2796357,23.207216
117.2,0.19200912,20.939676
117.205,-1.2411608,17.152939
117.21,-2.5714142,12.258936
117.215,-0.33515605,7.0428386
117.22,-1.1395409,0.88775909
117.225,-3.0218413,-5.2831378
117.23,-3.3611262,-10.500384
117.235,-2.2558496,-14.483634
117.24,-1.0825146,-17.255178
117.245,-0.29022136,-18.699551
117.25,0.5151816,-18.60751
117.255,-0.70712209,-17.255215
117.26,0.44017935,-14.275595
117.265,2.2991917,-10.465069
117.27,2.6913407,-6.4672298
117.275,1.862959,-2.4369438
117.28,0.92825687,1.5581685
117.285,-0.0007037308,5.1835966
117.29,-1.246416,8.024642
117.295,-2.3319783,9.9386129
117.3,-3.0489657,11.013454
117.305,-3.5017843,11.315918
117.31,-3.7484522,10.822687
117.315,-3.6830451,9.5606594
117.32,-3.2251275,7.6749401
117.325,-2.3512366,5.3494577
117.33,-1.1337515,2.7148976
117.335,0.29235402,-0.13633838
117.34,1.6806203,-3.0834227
117.345,3.0049751,-5.9663286
117.35,4.3407106,-8.6547003
117.355,6.9427657,-10.714713
117.36,7.249999,-12.715109
117.365,5.4183149,-14.24012
117.37,3.9739501,-14.930808
117.375,3.5391159,-14.751321
117.38,2.5262666,-13.932999
117.385,0.15351988,-12.583454
117.39,-2.1703432,-10.538073
117.395,-3.4987185,-7.3910766
117.4,-4.2412648,-3.5127182
117.405,-4.8054423,0.48885289
117.41,-5.0426431,4.2777014
117.415,-4.6564856,7.7732153
117.42,-3.6240718,10.993889
117.425,-4.1996694,13.863263
117.43,-2.2261808,16.267048
117.435,1.8516257,17.817097
117.44,4.2377334,17.66931
117.445,4.1896067,16.01795
117.45,4.1765685,13.250743
117.455,4.8963299,9.6736212
117.46,5.0364795,5.3241525
117.465,4.0919442,0.40044308
117.47,2.4794524,-4.6221542
117.475,0.61068773,-9.1766968
117.48,-1.1872159,-12.931003
117.485,-2.7673388,-15.622579
117.49,-6.4052057,-17.117392
117.495,-7.3381186,-16.676172
117.5,-6.6343088,-14.565248
117.505,-6.0826087,-11.235953
117.51,-6.0707393,-6.8393192
117.515,-7.5202417,-1.3690611
117.52,-6.3161335,4.3155665
117.525,-3.7064037,9.9003906
117.53,-1.1334784,15.109962
117.535,1.2234118,19.439634
117.54,3.2548602,22.48259
117.545,5.0003262,23.986689
117.55,6.1180749,24.011015
117.555,5.8727446,22.235943
117.56,6.5888357,18.178051
