X a:y(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Y, a:z(Vehicle body) - Acceleration of point (0 0 0) of body Vehicle body relative to Base0  SC Base0  projection Z,
86.401375,0.070005178,-0.017519081
86.405373,0.080534473,-0.00048174578
86.411377,0.088405684,0.024585525
86.415375,0.086913511,0.039895114
86.420372,0.077739678,0.053739797
86.425377,0.06187186,0.06790892
86.430374,0.035619766,0.077981889
86.436378,0.0020086204,0.081479207
86.440376,-0.019561205,0.080675073
86.446373,-0.044388633,0.074986175
86.450378,-0.053704385,0.068436116
86.456375,-0.05606059,0.054686088
86.460373,-0.051301662,0.042848229
86.466377,-0.039261259,0.020815125
86.470375,-0.031036843,0.0031465846
86.476372,-0.022684168,-0.027673103
86.480377,-0.021036251,-0.050617129
86.486374,-0.024015931,-0.086947992
86.490372,-0.028056877,-0.1109741
86.496376,-0.033250865,-0.14360882
86.500374,-0.033914387,-0.16117218
86.506378,-0.028516633,-0.17827845
86.510376,-0.020829557,-0.1822819
86.516373,-0.0059171189,-0.1762533
86.520378,0.0037518609,-0.16443405
86.526375,0.013396868,-0.13660797
86.530373,0.014060816,-0.12091408
86.535378,0.010831184,-0.087706529
86.541374,-0.0021145812,-0.032630589
86.545372,-0.012456766,-0.0063501154
86.550377,-0.022828538,0.018864108
86.555374,-0.032374129,0.049735606
86.560371,-0.036370985,0.07415048
86.565376,-0.035259794,0.095564619
86.570374,-0.029312439,0.10907768
86.575378,-0.021685142,0.11573165
86.580376,-0.016677417,0.11622111
86.586372,-0.02165536,0.10357487
86.590378,-0.037735086,0.093900576
86.596375,-0.07778047,0.073970452
86.600372,-0.11205153,0.058698148
86.606377,-0.1668752,0.034497224
86.610374,-0.20067233,0.018672012
86.616379,-0.24045494,-0.0026498234
86.620377,-0.25763211,-0.014226629
86.626373,-0.26911342,-0.026204914
86.630379,-0.26686868,-0.028699663
86.635376,-0.25967228,-0.030335952
86.641373,-0.23600453,-0.022061892
86.645378,-0.21620128,-0.015484225
86.650375,-0.18142609,-0.0006015345
86.656372,-0.13311334,0.021119475
86.660378,-0.09450835,0.040972613
86.665375,-0.053143475,0.064762399
86.670372,-0.018620441,0.090165615
86.675377,0.0006118184,0.11145097
86.680374,0.010260728,0.13230075
86.686378,0.0092122266,0.15611231
86.690376,0.0032152948,0.16767049
86.696373,-0.007097716,0.18239382
86.700378,-0.012731541,0.19071306
86.706375,-0.016692931,0.20129207
86.710373,-0.015506124,0.20714033
86.716377,-0.0076186219,0.21395874
86.720375,0.0014121428,0.21698736
86.726372,0.01945645,0.21878716
86.730377,0.033719558,0.21790391
86.736374,0.057412609,0.21315198
86.740372,0.074370362,0.20763522
86.746376,0.10125063,0.19593462
86.750374,0.11996021,0.18601279
86.756378,0.1484865,0.168365
86.760376,0.16700542,0.15506065
86.766373,0.19186808,0.13340396
86.770378,0.20480011,0.11824243
86.776375,0.21574296,0.09523616
86.780373,0.21612285,0.080273896
86.786377,0.2058965,0.059432901
86.790375,0.19296899,0.047229003
86.796371,0.16841765,0.032437611
86.800377,0.15561405,0.026183287
86.805374,0.13801171,0.019509317
86.811378,0.12798919,0.016406538
86.815376,0.12961392,0.018342705
86.820374,0.14405632,0.02283147
86.825378,0.16931422,0.030326843
86.830376,0.19676624,0.036881227
86.835373,0.22167321,0.044237401
86.840378,0.23702718,0.050169773
86.845375,0.23981966,0.053732496
86.850372,0.22874048,0.054782216
86.856377,0.20680782,0.048681445
86.860374,0.19152492,0.041759465
86.866379,0.17302783,0.02731877
86.870377,0.16560927,0.015421849
86.876373,0.16247262,-0.0047668871
86.880379,0.16457902,-0.019036539
86.886375,0.17027199,-0.040282443
86.890373,0.17309214,-0.053586625
86.896378,0.17168513,-0.071224935
86.900375,0.16535039,-0.081068039
86.906372,0.14696854,-0.092785604
86.910378,0.12958066,-0.098717585
86.915375,0.10728327,-0.10506742
86.920372,0.0812255,-0.10964976
86.925377,0.05365837,-0.11176417
86.931374,0.033417877,-0.11468512
86.935371,0.02834581,-0.11755559
86.940376,0.025402429,-0.11827687
86.946373,0.030842243,-0.1156329
86.950378,0.034874182,-0.11549959
86.955376,0.040159058,-0.11190624
86.961372,0.041448928,-0.10660262
86.965378,0.038900014,-0.10114804
86.970375,0.031880602,-0.095821224
86.975372,0.022024034,-0.091453254
86.980377,0.012286678,-0.090537839
86.985374,0.002914493,-0.091946721
86.991379,-0.0072459942,-0.098057665
86.995377,-0.012760296,-0.10366373
87.001373,-0.022028176,-0.11277591
87.005379,-0.029670335,-0.11853877
87.011375,-0.044029493,-0.12551315
87.015373,-0.055342749,-0.12860796
87.021378,-0.073633552,-0.1306944
87.025375,-0.0856096,-0.13054483
87.031372,-0.10132625,-0.12859207
87.035378,-0.10937297,-0.12651037
87.041374,-0.11672603,-0.12265225
87.045372,-0.11833601,-0.1196264
87.051376,-0.11632852,-0.11406249
87.055374,-0.11262865,-0.10928504
87.061378,-0.10469618,-0.09975902
87.065376,-0.098463006,-0.091488183
87.071373,-0.088674016,-0.076043695
87.075378,-0.082378194,-0.063984722
87.080376,-0.077215657,-0.050971873
87.085373,-0.072931148,-0.034005728
87.090378,-0.076141536,-0.018835181
87.095375,-0.089521453,-0.0037997849
87.100372,-0.11317943,0.0064476398
87.105377,-0.14837821,0.012258494
87.111374,-0.18358789,0.011056086
87.115372,-0.20199259,0.007312356
87.121376,-0.21661976,-0.0017344212
87.125374,-0.21697311,-0.009285856
87.131378,-0.20506525,-0.021713063
87.135376,-0.19113812,-0.030309632
87.141373,-0.1663153,-0.04341187
87.145378,-0.15006354,-0.052306585
87.151375,-0.13042104,-0.065917328
87.155373,-0.12218897,-0.074982755
87.161377,-0.11840789,-0.087642759
87.165375,-0.12148947,-0.094540812
87.171371,-0.13288638,-0.10055563
87.175377,-0.14333588,-0.10046671
87.181374,-0.15981694,-0.092569239
87.185371,-0.1693338,-0.081701979
87.191376,-0.17819141,-0.057423748
87.195374,-0.17921874,-0.036860693
87.200378,-0.17544135,-0.014574645
87.205376,-0.16555874,0.016420553
87.210373,-0.14686154,0.053253163
87.215378,-0.13132645,0.074081726
87.220375,-0.11226595,0.098016597
87.225372,-0.091571465,0.11944225
87.231377,-0.078725919,0.1317154
87.235374,-0.074225895,0.13740747
87.240372,-0.069124959,0.1407036
87.246376,-0.067979619,0.13598084
87.250374,-0.070207231,0.13121893
87.255379,-0.074893989,0.1283738
87.260376,-0.085534774,0.11550441
87.265373,-0.10158513,0.10149009
87.270378,-0.12468228,0.085909463
87.275375,-0.1541525,0.069891475
87.280373,-0.19297573,0.050185379
87.285378,-0.21873415,0.043619152
87.290375,-0.24713728,0.03550208
87.295372,-0.27030537,0.032551814
87.300377,-0.29378659,0.034572963
87.305374,-0.3144713,0.041976467
87.310371,-0.33136475,0.05405999
87.315376,-0.33642858,0.069737069
87.320374,-0.31999561,0.087797001
87.325378,-0.27638265,0.10664754
87.330376,-0.20512797,0.12508498
87.336372,-0.077218913,0.14687303
87.340378,0.0048713037,0.15541589
87.345375,0.084285013,0.16158679
87.350372,0.16697766,0.16489986
87.355377,0.23522924,0.16150767
87.360374,0.25632152,0.15669894
87.365372,0.25789985,0.14907421
87.370377,0.23748827,0.14019407
87.375374,0.19275819,0.12914453
87.380379,0.13600308,0.12091027
87.385376,0.078694992,0.11648517
87.390373,0.016718796,0.11435387
87.395378,-0.028791085,0.1163121
87.400375,-0.062980264,0.12191339
87.406372,-0.068530731,0.12960809
87.410378,-0.060214046,0.13436396
87.416374,-0.035769995,0.13960013
87.420372,-0.015233264,0.1412017
87.426376,0.016689738,0.14013079
87.430374,0.036743104,0.13697484
87.436378,0.06345892,0.1286813
87.440376,0.078886814,0.12093994
87.446373,0.098601304,0.1063459
87.450378,0.10936485,0.094831884
87.456375,0.12116414,0.075267598
87.460373,0.12543641,0.060984381
87.465378,0.12666,0.044720463
87.470375,0.12260412,0.026264973
87.475372,0.11380894,0.0070709107
87.480377,0.10372545,-0.010376033
87.485374,0.097078919,-0.024875447
87.490372,0.098168023,-0.03468851
87.495377,0.10795061,-0.039261322
87.500374,0.12575196,-0.037618879
87.505379,0.1473954,-0.03007153
87.510376,0.16707769,-0.017219605
87.515373,0.1791901,0.0010152004
87.520378,0.17844296,0.017846134
87.525375,0.16632473,0.03584554
87.531372,0.13583869,0.056899201
87.535378,0.11365953,0.063063279
87.541374,0.082947716,0.064620309
87.545372,0.067494527,0.060297947
87.551376,0.055445489,0.046323638
87.555374,0.055194777,0.032810748
87.561378,0.064055502,0.0081924871
87.565376,0.073324941,-0.0098375771
87.570374,0.082757324,-0.028960496
87.575378,0.089936495,-0.050463434
87.580376,0.091806002,-0.072122648
87.585373,0.086560115,-0.091544762
87.590378,0.075723,-0.1087244
87.595375,0.062574282,-0.12384702
87.600372,0.051593106,-0.13713272
87.606377,0.047092218,-0.15109938
87.610374,0.050291598,-0.15926683
87.615372,0.063515037,-0.16765663
87.620377,0.084774755,-0.17345384
87.625374,0.11079147,-0.17585151
87.630379,0.13561103,-0.17536859
87.635376,0.1586283,-0.16911057
87.640373,0.17217793,-0.16050594
87.645378,0.17493968,-0.1496954
87.650375,0.1657826,-0.13879526
87.655373,0.14389434,-0.12765419
87.660378,0.11418374,-0.12226677
87.665375,0.07577347,-0.11914992
87.670372,0.033030245,-0.11995556
87.675377,-0.010420006,-0.12405629
87.680374,-0.050611667,-0.13047028
87.685371,-0.083217159,-0.1377254
87.690376,-0.10666688,-0.14549744
87.695374,-0.11592753,-0.15121481
87.700378,-0.11459289,-0.15665053
87.705376,-0.1035351,-0.16171306
87.710373,-0.088517427,-0.16668727
87.715378,-0.070459954,-0.17271191
87.720375,-0.050076365,-0.18025462
87.725372,-0.030917488,-0.18857712
87.730377,-0.0095443055,-0.19749875
87.736374,0.022073526,-0.2075984
87.740372,0.037766483,-0.21082805
87.745377,0.064589821,-0.21300471
87.750374,0.093541704,-0.21046574
87.755379,0.11831871,-0.2041751
87.760376,0.13925377,-0.19364358
87.765373,0.15114646,-0.1804948
87.770378,0.15074366,-0.16615622
87.775375,0.13520961,-0.15232089
87.780373,0.10526863,-0.13991675
87.785378,0.065586492,-0.13013092
87.790375,0.022451889,-0.12276886
87.795372,-0.023267046,-0.11745658
87.801376,-0.049134284,-0.11538809
87.805374,-0.051647194,-0.11443786
87.810371,-0.04574272,-0.1147847
87.816376,-0.016751815,-0.11835846
87.820374,0.006264226,-0.12071392
87.826378,0.039852004,-0.12570783
87.830376,0.056108776,-0.12943885
87.836372,0.066558033,-0.13458359
87.840378,0.063675769,-0.13681917
87.846375,0.04734499,-0.13667393
87.850372,0.034218743,-0.133509
87.855377,0.013484597,-0.12649891
87.860374,-0.0100352,-0.11317253
87.865372,-0.029497737,-0.097307414
87.870377,-0.047878377,-0.076695636
87.875374,-0.061970964,-0.054395378
87.880379,-0.07121215,-0.031736411
87.885376,-0.075284071,-0.012060872
87.890373,-0.075439125,0.0073730876
87.895378,-0.073558241,0.022070145
87.900375,-0.069699101,0.033985391
87.905373,-0.067457199,0.04221686
87.910378,-0.062650226,0.049263954
87.915375,-0.055401765,0.053750712
87.920372,-0.048704252,0.05986638
87.925377,-0.04022425,0.063550554
87.930374,-0.030971875,0.063996889
87.935371,-0.025244119,0.066141732
87.940376,-0.020893434,0.064415671
87.945374,-0.019189978,0.057760794
87.950378,-0.020229241,0.055108655
87.955376,-0.02267956,0.050666705
87.960373,-0.025409639,0.045979362
87.965378,-0.027070262,0.043012571
87.970375,-0.027675966,0.041739661
87.975372,-0.028810628,0.04257755
87.981377,-0.03266963,0.045015089
87.985374,-0.037661295,0.047196969
87.990372,-0.044046253,0.049303491
87.995377,-0.04640346,0.050832085
88.000374,-0.038337797,0.051452447
88.005379,-0.013467068,0.050932795
88.010376,0.027244359,0.050168701
88.015373,0.089845464,0.049314603
88.021378,0.16528045,0.050933737
88.025375,0.21474485,0.053373452
88.031372,0.28021246,0.059416872
88.035378,0.31461704,0.065106615
88.040375,0.33979696,0.072537519
88.045372,0.3573952,0.083176777
88.050377,0.3595399,0.095831096
88.055374,0.34692693,0.11014421
88.061378,0.31865969,0.12796967
88.065376,0.29075709,0.14191701
88.070374,0.25741863,0.15795717
88.076378,0.21592677,0.17728008
88.080376,0.1972795,0.18631274
88.086372,0.17600296,0.19590634
88.090378,0.16582982,0.19922821
88.096375,0.1555109,0.19951111
88.100372,0.1516365,0.19682054
88.106377,0.15048704,0.18936218
88.110374,0.15314823,0.18278562
88.116379,0.16255085,0.17165807
88.120377,0.1720458,0.16392592
88.126373,0.18908203,0.15238473
88.130379,0.20031902,0.14482319
88.136375,0.21286656,0.13364159
88.140373,0.21573423,0.12950911
88.145378,0.21330985,0.11936034
88.150375,0.20215653,0.11081995
88.155373,0.1832356,0.10398569
88.160378,0.15970558,0.1002278
88.166374,0.13176045,0.10111504
88.170372,0.11249625,0.10650549
88.175377,0.095069267,0.11800511
88.180374,0.083654948,0.13360776
88.185875,0.072056495,0.15785362
88.190872,0.057914883,0.18068674
88.195877,0.035513543,0.20316234
88.200874,0.0038235879,0.22245379
88.206879,-0.051086958,0.24254163
88.210876,-0.08480455,0.24751867
88.216873,-0.13126157,0.24972416
88.220879,-0.15389806,0.24768557
88.225876,-0.16612044,0.24404554
88.230873,-0.1662315,0.237269
88.235878,-0.15054627,0.22734508
88.240875,-0.1185391,0.21470839
88.245872,-0.079678662,0.2029628
88.250877,-0.036982354,0.18840854
88.255875,0.00039143159,0.17187667
88.260872,0.027006177,0.15315148
88.265877,0.040151611,0.13269016
88.270874,0.040960249,0.11122807
88.276878,0.028501974,0.081344247
88.280876,0.018941253,0.06729921
88.285873,0.011388146,0.053299408
88.290878,0.0080641005,0.040804707
88.295876,0.01205688,0.031987395
88.300873,0.024541274,0.027787274
88.305878,0.042674117,0.026924359
88.310875,0.063348852,0.029194918
88.315872,0.08200115,0.033089317
88.320877,0.095118463,0.037501387
88.325874,0.10173259,0.043781016
88.331879,0.094361603,0.045573696
88.335876,0.085240081,0.043526221
88.340874,0.067202695,0.043352865
88.345879,0.047639776,0.041426387
88.350876,0.031586118,0.038734075
88.355873,0.020253304,0.035933822
88.360878,0.020463835,0.033283304
88.365875,0.032609772,0.030866621
88.370872,0.055417012,0.028415803
88.375877,0.086170487,0.02539576
88.380875,0.11526161,0.020996463
88.385872,0.13953577,0.014566633
88.390877,0.15307415,0.0054615657
88.395874,0.15567051,-0.0065786988
88.401878,0.14874296,-0.023851234
88.405876,0.14100902,-0.039004851
88.410873,0.1331321,-0.057701495
88.416878,0.13040267,-0.079690702
88.420876,0.13401182,-0.095644489
88.425873,0.14375223,-0.11292506
88.430878,0.15683599,-0.12861712
88.435875,0.16674542,-0.14091806
88.440872,0.17029077,-0.15100507
88.445877,0.16358356,-0.1582662
88.450874,0.14490615,-0.16256873
88.455872,0.11682645,-0.16384423
88.460876,0.085343212,-0.16199517
88.465874,0.056765441,-0.1563253
88.470879,0.043260921,-0.14997907
88.475876,0.043871835,-0.14082327
88.480873,0.060180575,-0.13075364
88.485878,0.08760301,-0.12079914
88.490875,0.11618864,-0.11327872
88.495872,0.14225067,-0.10590006
88.500877,0.15184493,-0.10255153
88.505875,0.14191422,-0.10231736
88.510872,0.11192872,-0.10471515
88.515877,0.066693619,-0.1092429
88.520874,0.017024182,-0.11436563
88.526878,-0.053551715,-0.12312574
88.530876,-0.08270473,-0.12702434
88.536873,-0.10564877,-0.13183573
88.540878,-0.10753198,-0.13438059
88.546875,-0.09535116,-0.13748074
88.550873,-0.081924029,-0.13925777
88.556877,-0.066692971,-0.14174004
88.560875,-0.055664755,-0.14317651
88.565872,-0.049864214,-0.14459784
88.571877,-0.054220162,-0.14479966
88.575874,-0.064677656,-0.14390418
88.581879,-0.084781989,-0.14071111
88.585876,-0.097964302,-0.13737686
88.591873,-0.11260054,-0.13114625
88.595879,-0.11750605,-0.12674432
88.600876,-0.11761863,-0.12326235
88.605873,-0.1164066,-0.11909954
88.610878,-0.11396568,-0.11711872
88.615875,-0.11190969,-0.1172089
88.620872,-0.11282025,-0.11997016
88.625877,-0.11643386,-0.12427722
88.630875,-0.12078179,-0.13090022
88.635872,-0.12378711,-0.13751686
88.640877,-0.1229015,-0.14329791
88.645874,-0.11526515,-0.14956717
88.650871,-0.10135047,-0.15459791
88.655876,-0.078823902,-0.15970583
88.661873,-0.052795462,-0.16480383
88.665878,-0.040759582,-0.16797693
88.670876,-0.02059396,-0.17277902
88.675873,0.0016635992,-0.17772557
88.680878,0.026075825,-0.18250693
88.685875,0.049313206,-0.18639815
88.690872,0.066650115,-0.1883513
88.695877,0.075388849,-0.18744877
88.700874,0.07409025,-0.18291669
88.705872,0.065110698,-0.17532395
88.710876,0.047506589,-0.16174799
88.715874,0.027196083,-0.14559413
88.720879,0.0073185395,-0.12671748
88.725876,-0.013123067,-0.10133169
88.731873,-0.023194298,-0.078739293
88.735878,-0.025181567,-0.064588018
88.741875,-0.021059019,-0.046756815
88.745872,-0.014552561,-0.037645705
88.751877,-0.0016085318,-0.028672984
88.755875,0.0074885986,-0.025868002
88.760872,0.01574087,-0.024676401
88.765877,0.023165815,-0.026472438
88.770874,0.028631935,-0.031928334
88.776878,0.032370873,-0.044431832
88.780876,0.032449454,-0.051442429
88.785873,0.032461632,-0.057110362
88.790878,0.035959024,-0.066128947
88.795876,0.04692445,-0.074950844
88.800873,0.064168327,-0.080711812
88.805878,0.083600543,-0.085226141
88.810875,0.097655356,-0.087219775
88.815872,0.1000936,-0.086245835
88.820877,0.087752923,-0.081809685
88.825874,0.061379313,-0.073545054
88.831879,0.010174756,-0.055561189
88.835876,-0.024122816,-0.041770507
88.840378,-0.053015467,-0.02806643
88.845375,-0.087206572,-0.0074897972
88.850372,-0.11902467,0.017625777
88.855377,-0.14640184,0.042209782
88.860374,-0.17783187,0.069934815
88.866379,-0.2150194,0.094379887
88.870377,-0.24189888,0.10817479
88.876373,-0.28269768,0.12442794
88.880379,-0.30784145,0.13221255
88.886375,-0.33828151,0.13959873
88.890373,-0.3516815,0.142014
88.896378,-0.35905421,0.14255422
88.900375,-0.35529602,0.1439196
88.905373,-0.34187213,0.14071894
88.910378,-0.31805962,0.13523023
88.915375,-0.28533599,0.12772776
88.920372,-0.24638245,0.1177634
88.926376,-0.19127549,0.098583356
88.930374,-0.16224192,0.086442478
88.936378,-0.12680794,0.066187687
88.940376,-0.1094748,0.051806469
88.946373,-0.093020983,0.030163251
88.950378,-0.087864019,0.016541084
88.956375,-0.087404601,-0.0012836225
88.960373,-0.090961173,-0.010748736
88.966377,-0.10023695,-0.020521082
88.970375,-0.10788053,-0.023871955
88.976372,-0.11943903,-0.02422734
88.980377,-0.12603779,-0.021631204
88.986374,-0.13268179,-0.014310728
88.990372,-0.13443504,-0.0077846069
88.996376,-0.13311984,0.0031933661
89.000374,-0.130171,0.010504478
89.006378,-0.12413573,0.020117519
89.010376,-0.11990415,0.024937971
89.016373,-0.11406435,0.028911518
89.020378,-0.11035323,0.029107772
89.026375,-0.10364647,0.025666937
89.030373,-0.097137764,0.021070631
89.036377,-0.082114816,0.011288962
89.040375,-0.067807235,0.0032202529
89.046371,-0.040244881,-0.010639803
89.050377,-0.01918897,-0.020818099
89.056374,0.012282665,-0.037248228
89.060371,0.030286478,-0.048874054
89.066376,0.048342932,-0.067063689
89.070374,0.052769765,-0.079425238
89.076378,0.047656197,-0.097615972
89.080376,0.03772676,-0.10897487
89.086372,0.017294362,-0.12387033
89.090378,0.0029057558,-0.13185114
89.096375,-0.015505901,-0.14029422
89.100372,-0.024167955,-0.14345245
89.106377,-0.031410046,-0.14469777
89.110374,-0.033390239,-0.14351703
89.116379,-0.034852587,-0.13944414
89.120377,-0.036365289,-0.13562267
89.126373,-0.040835232,-0.12889493
89.130379,-0.044999979,-0.12407543
89.136375,-0.050806489,-0.11682133
89.140373,-0.052563377,-0.11222557
89.145378,-0.050067335,-0.10909107
89.150375,-0.04369374,-0.10422184
89.155373,-0.034457944,-0.10096564
89.160378,-0.024699334,-0.098173782
89.165375,-0.020364037,-0.096971549
89.170372,-0.025490642,-0.096415155
89.176376,-0.049720801,-0.095762916
89.180374,-0.075403646,-0.094384767
89.186378,-0.12334325,-0.089967117
89.190376,-0.15706299,-0.085099854
89.196373,-0.20131154,-0.074801065
89.200378,-0.21679433,-0.068052672
89.205376,-0.23016101,-0.056184597
89.211372,-0.22186007,-0.037385579
89.215378,-0.20153528,-0.027361009
89.220375,-0.17344658,-0.017551893
89.225876,-0.13220425,-0.0039887037
89.230873,-0.10394278,0.0065004616
89.235878,-0.092495568,0.015393723
89.240875,-0.098506786,0.023470474
89.245872,-0.12135072,0.029972501
89.250877,-0.15324549,0.034897819
89.255875,-0.1845995,0.037824657
89.260872,-0.20647834,0.038406275
89.266876,-0.21404774,0.036211558
89.270874,-0.20770566,0.031385049
89.275871,-0.18782809,0.024237573
89.280876,-0.15828334,0.014877832
89.285873,-0.12928194,0.0072127162
89.290878,-0.10302398,-1.1113805E-0005
89.295876,-0.084566966,-0.0051713008
89.300873,-0.079911023,-0.0055077556
89.305878,-0.085249595,-0.0022069074
89.310875,-0.098428749,0.0052229883
89.315872,-0.11429346,0.016296728
89.320877,-0.13046981,0.0335522
89.325874,-0.13179515,0.046442974
89.330872,-0.12540478,0.061913207
89.335876,-0.10882666,0.078688413
89.340378,-0.08760412,0.093069121
89.345375,-0.058803666,0.10893141
89.350372,-0.022276323,0.1244864
89.355377,0.019107651,0.13822544
89.360374,0.062271152,0.15048742
89.365372,0.10103934,0.16116557
89.370377,0.12829971,0.1699558
89.375374,0.14143354,0.17685212
89.380379,0.13986321,0.18194531
89.385376,0.1259504,0.18567407
89.390373,0.10466275,0.18826982
89.395378,0.086550891,0.19178459
89.400375,0.069647878,0.1955881
89.405373,0.053272601,0.20055421
89.410378,0.033867981,0.20657085
89.415375,0.010540168,0.21333586
89.420372,-0.016025251,0.21994665
89.426376,-0.047216218,0.22619458
89.430374,-0.068822995,0.22819968
89.435371,-0.088883236,0.22761679
89.441376,-0.10389762,0.22223289
89.445374,-0.10903146,0.21353446
89.450378,-0.10920334,0.20011486
89.455376,-0.1041047,0.18212357
89.460373,-0.096197084,0.16493747
89.465378,-0.084568366,0.14600177
89.470375,-0.065020502,0.1280041
89.475372,-0.034703791,0.11275715
89.481377,0.010741255,0.099375851
89.485374,0.046291403,0.092662908
89.490372,0.08270207,0.088944681
89.495377,0.10662156,0.089807898
89.500374,0.11423203,0.095397592
89.505379,0.10495993,0.10424463
89.510376,0.078437462,0.11994595
89.515373,0.041566614,0.13807485
89.520378,-0.0029143868,0.15907204
89.525375,-0.050676733,0.18155321
89.530373,-0.10093166,0.2067043
89.535378,-0.14108035,0.22633372
89.540375,-0.17699699,0.24489735
89.546371,-0.2112093,0.26141497
89.550377,-0.22369838,0.26449436
89.556374,-0.23257883,0.25982413
89.560371,-0.23365115,0.25378177
89.565376,-0.22925808,0.23723264
89.571373,-0.21787027,0.21029957
89.575378,-0.20492126,0.1838432
89.580376,-0.18629026,0.15131177
89.585373,-0.16264835,0.11561764
89.590378,-0.13701586,0.085757904
89.595375,-0.10662097,0.056347851
89.600372,-0.073051326,0.030812483
89.605377,-0.037169471,0.0096023278
89.610374,0.0047309971,-0.0085883243
89.616379,0.044789091,-0.021003848
89.620377,0.067446478,-0.026885554
89.626373,0.091422446,-0.032310132
89.630379,0.099356912,-0.034008164
89.636375,0.098157793,-0.03424415
89.640373,0.089114219,-0.033151653
89.646378,0.06595879,-0.030123942
89.650375,0.046703462,-0.02748177
89.656372,0.017390499,-0.023175227
89.660378,0.00060787244,-0.020473067
89.666374,-0.016397396,-0.017418331
89.670372,-0.021138299,-0.016478589
89.676376,-0.0189294,-0.017334646
89.680374,-0.01299297,-0.019642262
89.686378,-0.0020634527,-0.025769515
89.690376,0.003550797,-0.031459451
89.696373,0.0052155261,-0.041807394
89.700378,0.00056382286,-0.049470436
89.706375,-0.014397658,-0.061385669
89.710373,-0.027699694,-0.069323838
89.716377,-0.047340721,-0.081134409
89.720375,-0.056845736,-0.089154534
89.726372,-0.061147034,-0.10211769
89.730377,-0.056187015,-0.11187651
89.736374,-0.038175181,-0.12886614
89.740372,-0.021531742,-0.1418961
89.746376,0.0044154362,-0.16360746
89.750374,0.018718595,-0.17893447
89.756378,0.030871788,-0.20174313
89.760376,0.031511612,-0.21588257
89.766373,0.022213725,-0.23406567
89.770378,0.011268015,-0.24361083
89.776375,-0.0073412163,-0.25373697
89.780373,-0.018448532,-0.25786543
89.786377,-0.030100528,-0.26087847
89.790375,-0.034175284,-0.26134205
89.796371,-0.036545351,-0.26067522
89.800377,-0.037590399,-0.25976825
89.805374,-0.041213013,-0.26093185
89.810371,-0.048476413,-0.25927687
89.815376,-0.063079961,-0.2555536
89.821373,-0.088551104,-0.25569069
89.825378,-0.10671281,-0.25618184
89.831375,-0.12950937,-0.25811201
89.835373,-0.13859409,-0.26022318
89.841377,-0.14008266,-0.26445642
89.845375,-0.13306096,-0.26771438
89.851372,-0.11342005,-0.27250117
89.855377,-0.096974559,-0.2750788
89.861374,-0.072193235,-0.27707678
89.865372,-0.057835687,-0.27670732
89.871376,-0.041381355,-0.27313712
89.875374,-0.033555795,-0.26870236
89.880379,-0.026614785,-0.26328629
89.885376,-0.013581324,-0.25386754
89.890373,0.0098554818,-0.24285406
89.895378,0.046264585,-0.23072846
89.900375,0.09052664,-0.21843381
89.905373,0.13497284,-0.20609039
89.910378,0.16981103,-0.19454765
89.915375,0.18917795,-0.18405209
89.921371,0.18988916,-0.17199166
89.925377,0.17972057,-0.16765599
89.930374,0.16072309,-0.16195998
89.936378,0.13308984,-0.15771212
89.940376,0.12607121,-0.15573402
89.946373,0.12793118,-0.15279265
89.950378,0.13859414,-0.1500669
89.955376,0.15927164,-0.14463177
89.960373,0.18612354,-0.13728683
89.965378,0.21842331,-0.12514651
89.970375,0.24018206,-0.11090565
89.975372,0.25594065,-0.091279455
89.980377,0.25891599,-0.067480296
89.985374,0.24927571,-0.040794685
89.991379,0.22073142,-0.00078005984
89.995377,0.2017671,0.021552224
90.000374,0.18403296,0.045802601
90.005379,0.16684479,0.073198467
90.010376,0.15569893,0.10053919
90.015373,0.15906349,0.11999132
90.020378,0.16813527,0.13891052
90.025375,0.18499522,0.15466097
90.030373,0.20797876,0.16755868
90.036377,0.24339198,0.17818654
90.040375,0.26387107,0.18463676
90.046371,0.29041553,0.19322361
90.050377,0.30466056,0.19861363
90.056374,0.3212797,0.20709108
90.060371,0.32989126,0.21360521
90.066376,0.34016877,0.22576159
90.070374,0.34581929,0.2365638
90.075378,0.349875,0.25141934
90.080376,0.34911376,0.27004039
90.085373,0.34127039,0.29247862
90.090378,0.32584184,0.31808814
90.095375,0.3037084,0.34561422
90.101372,0.27311417,0.37747249
90.105377,0.2482567,0.39897352
90.110374,0.2211566,0.4198463
90.116379,0.19425093,0.43639413
90.120377,0.17796959,0.44028652
90.125374,0.16376601,0.43744943
90.130379,0.15396541,0.42425686
90.135376,0.14975315,0.41016808
90.140373,0.14710175,0.38336414
90.145378,0.14243846,0.35659897
90.150375,0.13029645,0.3291831
90.155373,0.10958973,0.30580911
90.160378,0.075851336,0.28007725
90.165375,0.038139164,0.26037911
90.170372,0.0026629656,0.24534543
90.175377,-0.034095298,0.23209333
90.180374,-0.061498124,0.22364053
90.185371,-0.085143268,0.21972664
90.190376,-0.098206453,0.2193841
90.195374,-0.11294002,0.22404923
90.200378,-0.12805411,0.23661748
90.206375,-0.14351127,0.2472315
90.210373,-0.15230364,0.26119035
90.215378,-0.15981206,0.27744654
90.221375,-0.16362064,0.2983343
90.225372,-0.16515206,0.30519363
90.231377,-0.1680315,0.3084166
90.235374,-0.17148006,0.3052471
